applicant_id,credit_score,annual_income,loan_amount,employment_years,debt_to_income,loan_purpose,Default
A01450,687,97818.0,33645.0,11,0.434,Education,No
A01451,619,29045.0,5616.0,8,0.389,Personal,No
A01452,752,66665.0,21226.0,2,0.361,Home improvement,No
A01453,711,46458.0,10500.0,15,0.515,Home improvement,Yes
A01454,633,134498.0,22638.0,1,0.351,Personal,No
A01455,600,82199.0,11361.0,6,0.156,Auto,No
A01456,640,61553.0,18321.0,23,0.324,Personal,No
A01457,676,34040.0,13568.0,18,0.584,Auto,No
A01458,629,35924.0,16679.0,2,0.466,Home improvement,No
A01459,604,40880.0,12977.0,18,0.355,Auto,No
A01460,634,26585.0,7746.0,12,0.33,Auto,No
A01461,652,42790.0,15481.0,9,0.488,Personal,No
A01462,599,74642.0,9127.0,0,0.16,Personal,No
A01463,505,24804.0,9767.0,23,0.66,Personal,No
A01464,600,58212.0,14355.0,9,0.434,Home improvement,No
A01465,489,44830.0,11467.0,20,0.261,Auto,Yes
A01466,671,34272.0,20339.0,0,0.793,Personal,No
A01467,595,34185.0,19410.0,5,0.766,Personal,No
A01468,546,41134.0,16043.0,12,0.635,Auto,Yes
A01469,796,44015.0,5867.0,6,0.365,Home improvement,No
A01470,657,28631.0,11670.0,18,0.492,Home improvement,No
A01471,629,94610.0,22253.0,17,0.382,Education,No
A01472,642,91705.0,10573.0,7,0.413,Home improvement,No
A01473,693,137959.0,73774.0,15,0.598,Auto,No
A01474,602,40259.0,10825.0,11,0.339,Home improvement,No
A01475,703,43914.0,13167.0,17,0.466,Home improvement,No
A01476,522,52771.0,19217.0,8,0.557,Home improvement,No
A01477,674,41258.0,6637.0,15,0.222,Personal,No
A01478,795,63802.0,13077.0,11,0.432,Personal,No
A01479,786,67628.0,17859.0,0,0.455,Education,No
A01480,561,43416.0,22513.0,19,0.694,Education,Yes
A01481,585,64593.0,18698.0,0,0.427,Personal,No
A01482,776,106846.0,45728.0,7,0.586,Personal,No
A01483,722,47356.0,9761.0,16,0.495,Personal,No
A01484,525,43275.0,5528.0,12,0.253,Personal,Yes
A01485,509,29605.0,11255.0,14,0.467,Personal,No
A01486,735,81347.0,28887.0,2,0.495,Home improvement,No
A01487,417,99935.0,58682.0,20,0.824,Auto,Yes
A01488,641,77663.0,41974.0,6,0.685,Auto,No
A01489,557,69454.0,22103.0,9,0.332,Personal,No
A01490,643,72065.0,33548.0,19,0.621,Auto,No
A01491,705,103819.0,35457.0,4,0.589,Education,Yes
A01492,727,64055.0,35778.0,15,0.639,Personal,No
A01493,725,28271.0,12125.0,15,0.508,Education,No
A01494,652,41575.0,9915.0,13,0.465,Home improvement,No
A01495,703,44793.0,16453.0,20,0.646,Education,No
A01496,698,47044.0,18019.0,23,0.477,Personal,No
A01497,599,31243.0,14780.0,17,0.665,Personal,No
A01498,607,24233.0,6095.0,9,0.389,Education,No
A01499,631,83919.0,31275.0,22,0.574,Auto,No
A01500,610,42039.0,16118.0,23,0.527,Personal,No
A01501,648,30491.0,7938.0,19,0.286,Education,Yes
A01502,654,43997.0,10836.0,18,0.516,Personal,No
A01503,738,61304.0,30700.0,21,0.648,Education,No
A01504,770,92596.0,18568.0,9,0.253,Home improvement,No
A01505,748,59264.0,11542.0,17,0.339,Home improvement,No
A01506,676,107305.0,55150.0,23,0.564,Education,No
A01507,607,52410.0,8938.0,21,0.211,Auto,No
A01508,656,19442.0,5620.0,17,0.373,Education,No
A01509,644,64544.0,10292.0,21,0.227,Education,No
A01510,667,57993.0,22427.0,4,0.446,Personal,No
A01511,690,67710.0,38547.0,2,0.808,Home improvement,No
A01512,689,15880.0,1912.0,14,0.145,Auto,No
A01513,599,79416.0,19439.0,11,0.27,Auto,No
A01514,636,52672.0,18796.0,3,0.482,Personal,No
A01515,560,37682.0,21814.0,8,0.693,Home improvement,Yes
A01516,650,87859.0,36013.0,18,0.514,Auto,No
A01517,635,62072.0,30725.0,9,0.495,Education,Yes
A01518,712,50306.0,28993.0,13,0.748,Auto,No
A01519,525,39126.0,13974.0,16,0.548,Personal,Yes
A01520,713,63686.0,35253.0,2,0.788,Education,Yes
A01521,640,40981.0,19981.0,21,0.503,Personal,No
A01522,530,67781.0,8883.0,22,0.272,Auto,No
A01523,558,28845.0,5883.0,1,0.344,Home improvement,No
A01524,672,40224.0,10255.0,10,0.351,Education,No
A01525,752,89188.0,14490.0,12,0.184,Home improvement,No
A01526,650,61178.0,8120.0,23,0.324,Education,No
A01527,580,64546.0,36022.0,3,0.772,Home improvement,No
A01528,595,48669.0,12143.0,18,0.338,Auto,No
A01529,624,63270.0,7479.0,3,0.271,Auto,No
A01530,580,49139.0,14337.0,20,0.372,Home improvement,Yes
A01531,664,42931.0,23250.0,2,0.694,Personal,No
A01532,470,30613.0,13858.0,20,0.709,Education,No
A01533,611,41292.0,19058.0,1,0.687,Education,No
A01534,698,33131.0,9277.0,9,0.385,Education,No
A01535,763,29399.0,8043.0,15,0.292,Home improvement,No
A01536,618,50261.0,20904.0,9,0.499,Education,No
A01537,611,37733.0,11811.0,15,0.541,Education,Yes
A01538,645,42150.0,11015.0,13,0.332,Auto,No
A01539,692,75591.0,39584.0,23,0.692,Auto,No
A01540,645,85262.0,37821.0,12,0.458,Education,Yes
A01541,551,65906.0,13651.0,6,0.297,Auto,No
A01542,632,26815.0,11244.0,2,0.501,Personal,No
A01543,683,29589.0,8953.0,11,0.402,Personal,No
A01544,535,57914.0,33207.0,22,0.744,Personal,No
A01545,678,54557.0,11026.0,10,0.267,Home improvement,No
A01546,517,51155.0,27534.0,6,0.782,Auto,Yes
A01547,725,23195.0,11717.0,14,0.769,Home improvement,No
A01548,707,51313.0,5869.0,16,0.376,Education,No
A01549,693,46788.0,10434.0,2,0.3,Auto,Yes
A01550,708,54031.0,14799.0,14,0.508,Education,No
A01551,800,37802.0,8052.0,23,0.345,Personal,No
A01552,663,51277.0,5338.0,2,0.171,Education,Yes
A01553,556,58926.0,23043.0,6,0.526,Auto,No
A01554,712,48224.0,19383.0,14,0.673,Auto,Yes
A01555,628,80820.0,41205.0,18,0.799,Personal,No
A01556,706,87326.0,23484.0,22,0.349,Education,Yes
A01557,657,69298.0,12339.0,11,0.465,Education,No
A01558,720,57425.0,28334.0,7,0.559,Home improvement,No
A01559,850,52651.0,28678.0,4,0.728,Personal,No
A01560,736,35622.0,12369.0,21,0.619,Education,No
A01561,606,48004.0,25044.0,2,0.631,Home improvement,Yes
A01562,736,67405.0,31314.0,1,0.745,Personal,No
A01563,589,38416.0,16025.0,14,0.7,Education,Yes
A01564,654,41178.0,9293.0,3,0.38,Home improvement,No
A01565,850,41754.0,23696.0,1,0.735,Home improvement,No
A01566,671,61205.0,27785.0,24,0.487,Home improvement,No
A01567,646,89847.0,36617.0,13,0.543,Home improvement,No
A01568,727,26658.0,8055.0,6,0.432,Auto,Yes
A01569,610,24568.0,10580.0,13,0.562,Auto,No
A01570,850,41401.0,20818.0,23,0.751,Home improvement,No
A01571,673,31185.0,7570.0,6,0.493,Education,Yes
A01572,780,33200.0,11054.0,11,0.469,Education,No
A01573,667,38630.0,19123.0,8,0.695,Education,No
A01574,607,68840.0,31229.0,0,0.457,Education,Yes
A01575,670,35070.0,4020.0,12,0.335,Home improvement,No
A01576,724,51026.0,27130.0,8,0.804,Auto,No
A01577,764,90828.0,39010.0,9,0.621,Personal,No
A01578,589,52332.0,9379.0,7,0.364,Education,Yes
A01579,489,34795.0,5173.0,6,0.348,Auto,No
A01580,757,36724.0,10856.0,9,0.407,Home improvement,No
A01581,613,51312.0,13715.0,3,0.406,Home improvement,No
A01582,582,50548.0,20507.0,16,0.63,Personal,No
A01583,697,67237.0,25879.0,9,0.646,Education,No
A01584,718,61588.0,29476.0,3,0.61,Personal,No
A01585,643,37686.0,8063.0,8,0.314,Education,No
A01586,545,40578.0,6018.0,7,0.321,Auto,No
A01587,713,51788.0,6809.0,3,0.373,Education,No
A01588,689,71356.0,42367.0,12,0.721,Personal,Yes
A01589,630,62320.0,21146.0,2,0.429,Personal,No
A01590,569,30227.0,6135.0,0,0.492,Education,Yes
A01591,661,30610.0,18286.0,2,0.782,Auto,Yes
A01592,597,42786.0,23033.0,3,0.653,Personal,No
A01593,511,45783.0,5030.0,16,0.229,Personal,Yes
A01594,470,29093.0,8235.0,12,0.419,Education,No
A01595,585,78368.0,24528.0,16,0.512,Auto,Yes
A01596,559,56685.0,11329.0,3,0.214,Auto,No
A01597,670,42902.0,13458.0,16,0.434,Auto,No
A01598,578,25465.0,4571.0,22,0.383,Home improvement,Yes
A01599,544,42576.0,9506.0,1,0.344,Auto,Yes
A01600,684,32929.0,12426.0,22,0.585,Auto,No
A01601,605,68740.0,28972.0,24,0.686,Home improvement,No
A01602,661,38365.0,20903.0,19,0.631,Auto,No
A01603,749,57637.0,18835.0,12,0.382,Education,No
A01604,706,71675.0,33461.0,23,0.69,Personal,No
A01605,719,30722.0,15674.0,21,0.564,Home improvement,No
A01606,574,59248.0,23631.0,0,0.465,Education,Yes
A01607,549,66360.0,34355.0,20,0.601,Personal,Yes
A01608,470,32411.0,15314.0,5,0.53,Auto,Yes
A01609,721,51785.0,25742.0,11,0.796,Personal,No
A01610,608,82142.0,20509.0,20,0.419,Home improvement,No
A01611,844,46245.0,14214.0,20,0.442,Home improvement,No
A01612,663,41191.0,8234.0,6,0.274,Personal,No
A01613,543,75682.0,35541.0,22,0.471,Auto,Yes
A01614,573,51032.0,30441.0,17,0.778,Education,No
A01615,652,32010.0,14212.0,7,0.582,Personal,Yes
A01616,721,33952.0,8818.0,12,0.365,Personal,No
A01617,671,27521.0,5497.0,10,0.389,Home improvement,No
A01618,627,41532.0,4494.0,10,0.138,Education,No
A01619,593,44152.0,4965.0,3,0.192,Education,No
A01620,555,60991.0,7118.0,23,0.319,Auto,No
A01621,672,58522.0,6600.0,3,0.153,Home improvement,No
A01622,479,15303.0,1718.0,23,0.138,Auto,Yes
A01623,678,33802.0,5183.0,7,0.333,Education,Yes
A01624,611,26101.0,3718.0,15,0.188,Auto,No
A01625,765,71458.0,20547.0,3,0.316,Personal,No
A01626,539,72538.0,41554.0,21,0.803,Education,Yes
A01627,630,22377.0,9685.0,15,0.639,Education,Yes
A01628,653,56627.0,16869.0,7,0.465,Home improvement,No
A01629,576,32241.0,5788.0,5,0.287,Auto,Yes
A01630,630,72310.0,36672.0,20,0.714,Home improvement,No
A01631,688,74062.0,30863.0,4,0.716,Home improvement,No
A01632,618,107483.0,19589.0,23,0.411,Personal,No
A01633,555,46798.0,21110.0,14,0.743,Home improvement,Yes
A01634,578,88797.0,36004.0,20,0.444,Education,No
A01635,662,83433.0,14688.0,12,0.318,Home improvement,No
A01636,706,52569.0,27466.0,22,0.564,Home improvement,No
A01637,764,50256.0,28008.0,16,0.635,Home improvement,No
A01638,565,46598.0,27849.0,20,0.649,Personal,Yes
A01639,631,51892.0,22950.0,14,0.707,Personal,Yes
A01640,603,37968.0,7371.0,14,0.198,Personal,No
A01641,683,156446.0,29430.0,0,0.371,Auto,No
A01642,670,47439.0,11835.0,10,0.336,Auto,No
A01643,708,33578.0,13500.0,4,0.538,Auto,No
A01644,563,39235.0,16876.0,22,0.703,Auto,No
A01645,583,45929.0,25438.0,20,0.753,Auto,No
A01646,582,33544.0,9609.0,23,0.327,Education,No
A01647,696,32872.0,11834.0,2,0.646,Auto,Yes
A01648,556,74610.0,31507.0,14,0.506,Auto,No
A01649,736,81758.0,48958.0,7,0.841,Auto,Yes
A01650,591,59769.0,20522.0,8,0.536,Education,Yes
A01651,602,41759.0,19502.0,12,0.72,Personal,Yes
A01652,778,32299.0,4656.0,18,0.358,Personal,No
A01653,571,112364.0,58259.0,17,0.647,Auto,Yes
A01654,664,70621.0,7330.0,7,0.346,Home improvement,No
A01655,824,39967.0,8818.0,24,0.498,Personal,No
A01656,662,44845.0,5553.0,0,0.364,Home improvement,No
A01657,660,57010.0,15488.0,17,0.388,Home improvement,No
A01658,562,37659.0,14333.0,9,0.615,Home improvement,Yes
A01659,621,40637.0,10173.0,21,0.365,Education,No
A01660,606,39261.0,8906.0,1,0.371,Personal,No
A01661,683,44723.0,9198.0,23,0.362,Auto,No
A01662,688,42026.0,10954.0,15,0.442,Auto,No
A01663,751,33227.0,8360.0,19,0.441,Education,No
A01664,692,45547.0,21525.0,24,0.719,Home improvement,No
A01665,762,62017.0,21358.0,23,0.602,Home improvement,No
A01666,671,109346.0,11858.0,14,0.256,Auto,No
A01667,677,81139.0,21817.0,14,0.529,Home improvement,No
A01668,662,31849.0,6185.0,3,0.47,Auto,Yes
A01669,839,79523.0,25264.0,5,0.612,Home improvement,Yes
A01670,521,79517.0,18960.0,0,0.43,Education,Yes
A01671,628,130105.0,39984.0,21,0.532,Personal,Yes
A01672,732,95846.0,18623.0,7,0.358,Personal,Yes
A01673,629,48103.0,24198.0,18,0.778,Auto,No
A01674,526,35726.0,13157.0,6,0.509,Education,Yes
A01675,719,67241.0,12699.0,11,0.199,Education,No
A01676,671,102068.0,50158.0,11,0.613,Auto,Yes
A01677,838,59486.0,11410.0,12,0.439,Education,No
A01678,654,34427.0,9230.0,20,0.456,Personal,No
A01679,624,40591.0,22623.0,7,0.813,Home improvement,Yes
A01680,758,49698.0,9892.0,22,0.43,Personal,No
A01681,650,54679.0,10425.0,15,0.455,Home improvement,Yes
A01682,768,65614.0,25300.0,0,0.597,Auto,No
A01683,654,26962.0,10348.0,15,0.623,Education,No
A01684,597,36793.0,17889.0,23,0.765,Auto,Yes
A01685,623,54466.0,30165.0,19,0.651,Home improvement,No
A01686,637,32106.0,10413.0,8,0.619,Home improvement,No
A01687,552,29910.0,15536.0,23,0.636,Auto,Yes
A01688,664,40826.0,16786.0,15,0.563,Auto,No
A01689,562,41822.0,11230.0,18,0.539,Home improvement,Yes
A01690,638,35756.0,4349.0,3,0.256,Auto,No
A01691,632,57041.0,12034.0,20,0.286,Education,No
A01692,821,39252.0,16192.0,22,0.712,Education,No
A01693,643,26740.0,12006.0,22,0.604,Home improvement,No
A01694,456,26841.0,8053.0,8,0.32,Education,Yes
A01695,685,82301.0,40846.0,17,0.767,Home improvement,No
A01696,790,64895.0,27886.0,18,0.639,Auto,Yes
A01697,708,40687.0,9387.0,9,0.378,Home improvement,No
A01698,582,48380.0,15066.0,15,0.517,Home improvement,Yes
A01699,688,41554.0,14426.0,14,0.589,Education,No
A01700,573,61333.0,8560.0,13,0.312,Auto,No
A01701,726,49064.0,11639.0,18,0.252,Auto,No
A01702,599,40984.0,6941.0,13,0.249,Personal,No
A01703,588,21514.0,10996.0,5,0.579,Auto,Yes
A01704,596,47041.0,15674.0,10,0.597,Personal,Yes
A01705,712,84627.0,37385.0,24,0.565,Personal,No
A01706,621,40933.0,8978.0,22,0.252,Personal,No
A01707,561,70890.0,31805.0,21,0.636,Education,Yes
A01708,567,32426.0,19223.0,22,0.807,Personal,Yes
A01709,686,46245.0,6838.0,22,0.374,Personal,No
A01710,707,40786.0,8871.0,14,0.39,Personal,No
A01711,662,40913.0,8460.0,20,0.452,Home improvement,No
A01712,706,50133.0,24940.0,8,0.535,Personal,No
A01713,706,40141.0,18396.0,15,0.566,Auto,Yes
A01714,773,53262.0,18004.0,12,0.535,Auto,No
A01715,721,79986.0,34270.0,24,0.528,Personal,No
A01716,559,54564.0,7558.0,14,0.382,Home improvement,Yes
A01717,669,36794.0,15801.0,22,0.687,Education,No
A01718,587,46299.0,26064.0,22,0.571,Home improvement,Yes
A01719,802,40613.0,13572.0,8,0.48,Home improvement,No
A01720,560,50016.0,6741.0,4,0.311,Education,Yes
A01721,636,57867.0,23344.0,7,0.508,Education,No
A01722,522,36275.0,16035.0,5,0.649,Home improvement,No
A01723,611,19861.0,9468.0,22,0.762,Personal,No
A01724,710,47535.0,25825.0,21,0.7,Education,No
A01725,694,39028.0,20958.0,3,0.563,Home improvement,No
A01726,632,42246.0,15070.0,21,0.485,Auto,No
A01727,648,27563.0,8310.0,11,0.486,Auto,No
A01728,581,44871.0,19130.0,7,0.682,Education,No
A01729,756,76693.0,7836.0,1,0.338,Auto,No
A01730,776,41200.0,22760.0,8,0.786,Personal,No
A01731,748,59731.0,35724.0,6,0.787,Home improvement,No
A01732,673,53042.0,24275.0,5,0.685,Education,No
A01733,625,40928.0,21274.0,17,0.755,Home improvement,No
A01734,661,33819.0,3942.0,12,0.23,Home improvement,Yes
A01735,705,28015.0,14448.0,11,0.671,Education,No
A01736,690,27167.0,5215.0,11,0.402,Personal,No
A01737,624,42558.0,22617.0,11,0.768,Education,No
A01738,693,53405.0,29258.0,16,0.687,Personal,No
A01739,705,74148.0,19735.0,1,0.352,Education,No
A01740,790,106438.0,42950.0,3,0.558,Education,No
A01741,587,25328.0,5955.0,20,0.305,Auto,Yes
A01742,724,42000.0,7014.0,1,0.227,Auto,No
A01743,692,64378.0,31378.0,15,0.523,Personal,No
A01744,611,56684.0,5755.0,5,0.208,Personal,No
A01745,760,111656.0,57401.0,20,0.781,Home improvement,No
A01746,562,26761.0,9370.0,17,0.428,Home improvement,No
A01747,577,30348.0,12288.0,8,0.653,Auto,Yes
A01748,397,54795.0,18881.0,7,0.354,Education,No
A01749,599,59414.0,10157.0,7,0.197,Home improvement,Yes
A01750,740,23475.0,7231.0,24,0.589,Education,No
A01751,667,32863.0,10788.0,3,0.455,Home improvement,No
A01752,555,37783.0,22635.0,8,0.644,Home improvement,Yes
A01753,671,54350.0,26171.0,18,0.516,Education,No
A01754,660,75758.0,39545.0,14,0.534,Education,No
A01755,691,95606.0,27457.0,21,0.308,Auto,No
A01756,679,44956.0,22060.0,12,0.584,Auto,No
A01757,691,67545.0,26352.0,22,0.528,Education,No
A01758,826,51657.0,22388.0,14,0.73,Personal,No
A01759,582,36429.0,17305.0,13,0.713,Auto,No
A01760,550,51262.0,27616.0,8,0.755,Education,Yes
A01761,635,44685.0,21921.0,0,0.763,Home improvement,No
A01762,663,58867.0,7381.0,5,0.149,Education,No
A01763,716,77432.0,36513.0,8,0.551,Personal,No
A01764,654,59567.0,21314.0,9,0.481,Personal,Yes
A01765,627,121964.0,60421.0,17,0.667,Home improvement,No
A01766,691,37536.0,16652.0,19,0.493,Home improvement,Yes
A01767,528,18214.0,8746.0,21,0.674,Education,No
A01768,735,52016.0,13521.0,2,0.312,Personal,No
A01769,639,43537.0,16201.0,2,0.517,Education,No
A01770,599,81781.0,19728.0,9,0.249,Home improvement,No
A01771,675,37653.0,17579.0,15,0.48,Personal,No
A01772,728,25351.0,12959.0,6,0.513,Personal,No
A01773,591,54043.0,31205.0,2,0.761,Home improvement,No
A01774,645,99901.0,12994.0,4,0.226,Home improvement,No
A01775,795,46746.0,22218.0,8,0.616,Auto,Yes
A01776,430,53302.0,9323.0,7,0.461,Education,Yes
A01777,727,45568.0,13949.0,7,0.405,Home improvement,No
A01778,643,44834.0,5189.0,17,0.407,Auto,No
A01779,746,64358.0,19142.0,3,0.393,Personal,No
A01780,568,60510.0,11351.0,6,0.394,Personal,No
A01781,749,47037.0,13205.0,5,0.523,Education,No
A01782,716,65554.0,20854.0,11,0.614,Auto,Yes
A01783,850,35546.0,6816.0,16,0.249,Home improvement,No
A01784,618,38333.0,12128.0,8,0.472,Personal,No
A01785,560,84186.0,30774.0,13,0.492,Auto,No
A01786,574,56183.0,8920.0,2,0.387,Personal,Yes
A01787,639,42212.0,15517.0,5,0.369,Auto,No
A01788,620,15068.0,6606.0,21,0.686,Personal,No
A01789,585,76101.0,14935.0,12,0.2,Education,Yes
A01790,734,62669.0,31815.0,22,0.588,Education,No
A01791,683,55508.0,15511.0,1,0.378,Personal,No
A01792,668,60213.0,22703.0,7,0.388,Auto,No
A01793,629,44054.0,9241.0,0,0.463,Auto,Yes
A01794,678,46069.0,25340.0,5,0.722,Personal,No
A01795,546,68559.0,39572.0,9,0.666,Home improvement,Yes
A01796,706,86534.0,12745.0,19,0.306,Education,No
A01797,466,47472.0,22281.0,4,0.506,Personal,Yes
A01798,698,58253.0,24407.0,0,0.506,Auto,No
A01799,570,28894.0,4191.0,23,0.185,Home improvement,No
A01800,582,32687.0,16276.0,23,0.57,Auto,No
A01801,604,110912.0,29308.0,18,0.29,Home improvement,No
A01802,673,67947.0,32612.0,0,0.547,Education,No
A01803,639,30163.0,9336.0,7,0.356,Personal,Yes
A01804,625,40740.0,23338.0,13,0.716,Auto,Yes
A01805,692,90424.0,48126.0,3,0.646,Personal,Yes
A01806,624,38851.0,13870.0,4,0.36,Personal,No
A01807,812,46762.0,14339.0,9,0.402,Education,No
A01808,670,43988.0,19020.0,0,0.486,Auto,Yes
A01809,722,19614.0,4611.0,9,0.379,Personal,No
A01810,613,46248.0,25333.0,24,0.556,Personal,No
A01811,642,20128.0,10940.0,8,0.802,Education,Yes
A01812,715,65501.0,15085.0,5,0.382,Personal,No
A01813,619,37690.0,7847.0,5,0.398,Auto,No
A01814,635,56136.0,15250.0,16,0.376,Personal,No
A01815,590,57266.0,29009.0,5,0.774,Home improvement,No
A01816,656,47951.0,14485.0,10,0.595,Home improvement,No
A01817,655,54484.0,30686.0,21,0.711,Education,Yes
A01818,689,49754.0,17960.0,21,0.419,Education,No
A01819,678,33993.0,12919.0,24,0.669,Education,No
A01820,643,33840.0,18392.0,6,0.627,Education,No
A01821,596,48410.0,11313.0,12,0.531,Personal,Yes
A01822,575,56325.0,27499.0,23,0.7,Auto,Yes
A01823,647,49949.0,26839.0,23,0.811,Education,Yes
A01824,749,57094.0,27636.0,16,0.587,Auto,Yes
A01825,630,123769.0,66240.0,0,0.732,Personal,No
A01826,619,45424.0,7671.0,19,0.397,Auto,No
A01827,680,44473.0,22526.0,12,0.526,Auto,No
A01828,442,64842.0,33129.0,5,0.783,Home improvement,No
A01829,550,62238.0,15651.0,13,0.282,Education,No
A01830,776,54416.0,31003.0,11,0.698,Personal,No
A01831,707,42517.0,16260.0,11,0.436,Personal,No
A01832,588,66201.0,8461.0,21,0.203,Home improvement,No
A01833,813,75132.0,28004.0,15,0.433,Home improvement,No
A01834,670,18645.0,3061.0,21,0.265,Auto,No
A01835,723,36596.0,18181.0,16,0.583,Auto,Yes
A01836,508,51169.0,21274.0,5,0.643,Home improvement,No
A01837,850,73378.0,40631.0,15,0.722,Personal,No
A01838,621,125650.0,21071.0,7,0.427,Education,No
A01839,673,96757.0,11746.0,18,0.165,Auto,No
A01840,747,93846.0,27045.0,1,0.293,Home improvement,No
A01841,612,59722.0,22219.0,17,0.436,Auto,No
A01842,605,37763.0,18081.0,19,0.651,Home improvement,No
A01843,589,67000.0,29531.0,21,0.443,Auto,No
A01844,721,58567.0,17959.0,13,0.555,Auto,Yes
A01845,678,54865.0,30213.0,21,0.793,Education,No
A01846,697,46278.0,10658.0,18,0.363,Home improvement,No
A01847,726,91436.0,51701.0,24,0.797,Education,No
A01848,579,33636.0,4967.0,0,0.197,Personal,No
A01849,553,61938.0,22395.0,23,0.478,Education,Yes
A01850,600,43391.0,15797.0,17,0.38,Personal,No
A01851,578,59407.0,33628.0,9,0.673,Education,Yes
A01852,583,70005.0,35453.0,1,0.556,Personal,Yes
A01853,668,56014.0,6589.0,15,0.121,Auto,No
A01854,615,46065.0,4990.0,17,0.326,Personal,No
A01855,703,89469.0,39932.0,5,0.68,Personal,Yes
A01856,519,108989.0,31264.0,12,0.44,Personal,Yes
A01857,778,24010.0,2533.0,10,0.385,Personal,No
A01858,627,77946.0,41480.0,1,0.715,Auto,Yes
A01859,573,50256.0,17133.0,17,0.397,Home improvement,No
A01860,637,47733.0,27741.0,3,0.813,Home improvement,Yes
A01861,747,57263.0,17488.0,20,0.348,Home improvement,No
A01862,818,39938.0,13321.0,23,0.503,Home improvement,No
A01863,699,34041.0,17168.0,0,0.731,Personal,Yes
A01864,548,87391.0,22148.0,23,0.469,Auto,No
A01865,700,26441.0,11025.0,20,0.657,Personal,No
A01866,658,57521.0,27964.0,23,0.507,Auto,No
A01867,678,30302.0,6154.0,13,0.447,Personal,No
A01868,555,40779.0,24356.0,15,0.767,Home improvement,Yes
A01869,756,66477.0,22491.0,2,0.551,Auto,No
A01870,738,67445.0,8066.0,1,0.304,Auto,No
A01871,704,42748.0,22406.0,21,0.546,Education,Yes
A01872,686,42873.0,18231.0,12,0.647,Education,No
A01873,688,103395.0,28247.0,18,0.348,Personal,No
A01874,716,80853.0,46017.0,15,0.849,Personal,No
A01875,681,40554.0,17696.0,14,0.728,Home improvement,No
A01876,637,46826.0,26131.0,21,0.719,Auto,No
A01877,689,94064.0,12366.0,22,0.237,Personal,No
A01878,620,55064.0,18239.0,9,0.363,Home improvement,No
A01879,554,72101.0,9103.0,23,0.163,Education,Yes
A01880,650,143084.0,29230.0,11,0.258,Education,No
A01881,738,79892.0,21976.0,15,0.422,Education,No
A01882,623,39621.0,12639.0,14,0.397,Home improvement,No
A01883,784,37987.0,18715.0,11,0.673,Personal,No
A01884,618,45853.0,9012.0,15,0.38,Personal,No
A01885,688,44915.0,16490.0,16,0.582,Home improvement,Yes
A01886,612,39517.0,7789.0,12,0.275,Auto,Yes
A01887,687,61274.0,30927.0,7,0.659,Auto,No
A01888,648,49217.0,17108.0,21,0.517,Home improvement,No
A01889,525,60249.0,10284.0,11,0.337,Auto,Yes
A01890,635,41720.0,18404.0,19,0.504,Personal,Yes
A01891,820,77813.0,33027.0,22,0.586,Personal,No
A01892,739,73107.0,24888.0,8,0.633,Home improvement,Yes
A01893,565,49869.0,16534.0,11,0.614,Auto,No
A01894,796,81650.0,14710.0,8,0.364,Personal,No
A01895,470,58949.0,33352.0,0,0.709,Education,Yes
A01896,707,30570.0,11918.0,22,0.411,Education,No
A01897,633,60118.0,8995.0,11,0.327,Personal,No
A01898,806,43248.0,14716.0,16,0.448,Personal,No
A01899,532,61471.0,31042.0,3,0.509,Auto,Yes
A01900,761,48504.0,8748.0,8,0.352,Auto,No
A01901,592,33435.0,15862.0,21,0.76,Auto,No
A01902,662,33518.0,12433.0,14,0.402,Education,No
A01903,820,22784.0,7165.0,23,0.525,Education,No
A01904,726,39511.0,18021.0,4,0.676,Home improvement,No
A01905,690,46212.0,13092.0,22,0.465,Personal,No
A01906,666,40668.0,16308.0,24,0.45,Auto,No
A01907,593,120882.0,72220.0,11,0.752,Auto,Yes
A01908,698,45428.0,13856.0,23,0.337,Auto,No
A01909,745,28578.0,8716.0,13,0.592,Home improvement,No
A01910,707,67465.0,34154.0,19,0.72,Home improvement,Yes
A01911,632,78796.0,9492.0,6,0.329,Auto,No
A01912,658,48609.0,28184.0,5,0.638,Education,No
A01913,747,36273.0,10052.0,4,0.373,Education,No
A01914,734,34371.0,10569.0,1,0.513,Education,No
A01915,732,32338.0,14459.0,22,0.577,Auto,No
A01916,669,50978.0,24672.0,18,0.517,Education,No
A01917,699,105059.0,44671.0,3,0.617,Auto,No
A01918,680,74733.0,11369.0,18,0.334,Auto,No
A01919,776,36360.0,7111.0,19,0.398,Auto,Yes
A01920,671,29070.0,8720.0,19,0.443,Education,No
A01921,652,31939.0,10995.0,1,0.566,Auto,No
A01922,644,53502.0,13342.0,23,0.476,Education,No
A01923,624,28805.0,14998.0,18,0.553,Personal,No
A01924,536,31120.0,15446.0,18,0.682,Personal,Yes
A01925,657,42058.0,12224.0,18,0.56,Education,No
A01926,677,33698.0,8449.0,15,0.419,Personal,No
A01927,684,57697.0,19491.0,8,0.562,Home improvement,Yes
A01928,585,33411.0,10550.0,1,0.323,Personal,Yes
A01929,673,31641.0,3364.0,9,0.217,Personal,No
A01930,691,44132.0,25104.0,20,0.571,Education,Yes
A01931,664,51412.0,30234.0,9,0.599,Auto,No
A01932,617,55722.0,27319.0,13,0.507,Personal,Yes
A01933,489,30001.0,15814.0,13,0.556,Personal,Yes
A01934,654,38006.0,8881.0,3,0.273,Personal,No
