transaction_id,amount,hour_of_day,merchant_category,distance_from_home_km,chip_used,transaction_count_24h,IsFraud
T001622,15.48,9,Electronics,122.4,Yes,2,No
T001623,16.76,1,Groceries,153.1,Yes,1,No
T001624,201.66,6,Electronics,354.2,Yes,3,No
T001625,63.56,18,Gas,138.5,No,3,No
T001626,63.02,5,Travel,309.1,No,4,No
T001627,51.69,4,Gas,63.6,Yes,3,No
T001628,117.5,13,Groceries,99.3,No,3,No
T001629,75.56,8,Groceries,75.5,Yes,2,No
T001630,39.16,12,Electronics,107.2,No,6,Yes
T001631,648.69,11,Gas,234.3,No,1,No
T001632,37.44,8,Travel,198.1,No,3,No
T001633,166.45,5,Electronics,23.8,Yes,3,No
T001634,74.52,6,Gas,365.6,No,1,No
T001635,69.55,17,Gas,248.3,Yes,0,No
T001636,211.84,10,Groceries,80.4,Yes,0,No
T001637,35.38,9,Online,104.2,Yes,0,No
T001638,121.81,6,Gas,136.1,Yes,1,Yes
T001639,243.01,19,Travel,236.8,Yes,2,No
T001640,49.89,12,Gas,384.5,Yes,4,No
T001641,17.55,19,Travel,211.4,Yes,5,No
T001642,37.31,20,Groceries,44.0,No,1,No
T001643,72.37,17,Groceries,107.8,No,0,No
T001644,42.07,18,Electronics,73.3,No,4,No
T001645,106.84,8,Electronics,39.0,Yes,4,No
T001646,13.02,15,Groceries,81.6,No,1,No
T001647,11.68,2,Gas,83.2,No,1,Yes
T001648,21.54,20,Online,188.1,Yes,2,No
T001649,79.14,0,Travel,33.8,Yes,1,No
T001650,64.51,14,Online,38.6,No,0,No
T001651,45.9,9,Travel,136.1,Yes,0,No
T001652,19.69,23,Electronics,105.1,Yes,2,No
T001653,27.63,2,Travel,291.1,Yes,3,No
T001654,72.71,22,Travel,448.5,Yes,1,No
T001655,88.86,4,Gas,107.0,No,4,No
T001656,56.86,21,Groceries,99.2,Yes,1,No
T001657,95.3,15,Online,648.8,No,1,No
T001658,13.25,1,Online,75.6,No,4,No
T001659,110.99,3,Electronics,57.1,Yes,2,Yes
T001660,17.51,20,Travel,177.1,No,1,No
T001661,65.41,21,Travel,83.5,Yes,3,No
T001662,7.52,23,Online,12.9,Yes,1,No
T001663,99.08,18,Electronics,84.5,No,0,No
T001664,16.63,17,Online,475.9,Yes,1,No
T001665,206.82,14,Online,21.6,Yes,1,No
T001666,35.91,19,Gas,30.0,Yes,2,No
T001667,167.92,9,Electronics,180.8,No,1,No
T001668,212.74,22,Electronics,33.3,No,2,Yes
T001669,7.97,14,Gas,257.8,No,3,No
T001670,113.87,13,Gas,243.2,Yes,2,No
T001671,17.92,3,Travel,72.5,Yes,2,No
T001672,43.06,7,Travel,62.7,Yes,1,No
T001673,11.42,6,Gas,430.3,Yes,1,No
T001674,198.22,6,Groceries,113.4,Yes,4,No
T001675,413.44,13,Travel,95.5,No,1,No
T001676,115.56,21,Electronics,278.8,Yes,4,No
T001677,44.82,2,Electronics,20.2,Yes,2,No
T001678,56.16,11,Electronics,297.4,Yes,1,No
T001679,39.78,22,Gas,86.2,No,1,No
T001680,12.76,15,Travel,54.4,Yes,4,No
T001681,29.45,18,Electronics,135.0,No,3,No
T001682,143.75,3,Online,244.4,Yes,4,No
T001683,39.07,20,Travel,0.4,No,2,No
T001684,38.68,15,Online,133.5,No,1,No
T001685,13.71,15,Electronics,269.8,Yes,2,No
T001686,76.22,8,Online,357.3,Yes,0,No
T001687,98.17,16,Groceries,77.0,Yes,2,No
T001688,3.5,10,Online,154.9,No,2,No
T001689,72.81,4,Electronics,62.6,Yes,3,No
T001690,53.54,22,Groceries,205.6,Yes,1,No
T001691,59.54,7,Online,42.7,No,2,No
T001692,32.28,8,Online,291.4,Yes,2,No
T001693,35.01,23,Electronics,11.7,Yes,5,No
T001694,26.78,2,Electronics,275.2,Yes,6,Yes
T001695,23.66,0,Groceries,142.6,Yes,4,No
T001696,57.02,20,Gas,35.3,Yes,2,No
T001697,15.22,7,Electronics,527.9,Yes,0,No
T001698,25.06,8,Groceries,207.8,No,0,No
T001699,178.05,17,Travel,181.1,Yes,5,No
T001700,56.57,10,Online,203.6,Yes,1,No
T001701,36.25,0,Travel,144.4,Yes,1,No
T001702,314.45,20,Online,86.8,Yes,2,No
T001703,57.0,6,Gas,125.7,Yes,2,No
T001704,21.94,4,Gas,201.3,No,2,Yes
T001705,46.5,15,Travel,54.4,Yes,2,No
T001706,75.55,14,Groceries,298.8,Yes,0,No
T001707,51.08,8,Electronics,67.0,Yes,1,No
T001708,63.85,9,Travel,61.5,No,2,No
T001709,24.67,1,Groceries,136.2,Yes,1,No
T001710,133.67,9,Online,249.4,Yes,1,No
T001711,9.1,22,Gas,177.2,Yes,2,No
T001712,31.22,22,Gas,242.5,No,0,No
T001713,22.44,15,Gas,91.7,Yes,1,No
T001714,94.84,6,Groceries,119.7,Yes,2,No
T001715,207.85,6,Groceries,32.0,Yes,2,No
T001716,164.3,22,Electronics,342.0,Yes,0,No
T001717,45.69,16,Online,61.4,Yes,2,No
T001718,256.07,3,Groceries,121.6,Yes,0,No
T001719,49.19,21,Online,39.9,No,2,No
T001720,39.95,3,Electronics,26.0,Yes,1,No
T001721,69.09,20,Online,181.9,No,1,No
T001722,120.17,4,Online,10.1,Yes,5,No
T001723,27.84,6,Travel,353.4,No,2,No
T001724,105.44,3,Electronics,91.9,Yes,3,No
T001725,31.07,9,Travel,233.3,No,1,No
T001726,26.98,5,Online,478.4,Yes,2,No
T001727,55.08,23,Online,118.4,Yes,1,No
T001728,8.14,12,Travel,72.4,Yes,1,No
T001729,12.22,4,Gas,202.7,Yes,6,No
T001730,10.97,18,Gas,56.1,No,3,No
T001731,8.6,12,Electronics,91.8,Yes,2,No
T001732,194.85,20,Electronics,126.8,No,1,No
T001733,121.52,7,Gas,73.8,No,3,No
T001734,93.97,12,Electronics,311.7,Yes,1,No
T001735,53.92,4,Gas,171.9,Yes,3,No
T001736,78.57,3,Online,164.6,Yes,3,No
T001737,91.04,1,Electronics,43.3,No,1,No
T001738,24.07,9,Travel,108.7,Yes,1,No
T001739,68.05,2,Electronics,134.2,Yes,1,Yes
T001740,5.76,6,Travel,63.4,No,1,Yes
T001741,189.52,9,Electronics,194.3,Yes,1,No
T001742,59.04,23,Electronics,219.6,Yes,2,No
T001743,38.76,19,Gas,261.6,Yes,0,No
T001744,26.95,10,Online,67.7,Yes,3,No
T001745,4.48,19,Travel,136.4,No,1,No
T001746,33.06,22,Electronics,166.3,Yes,2,No
T001747,98.57,22,Online,60.4,Yes,2,No
T001748,73.75,16,Online,135.1,Yes,1,No
T001749,12.38,7,Online,345.2,Yes,2,No
T001750,85.7,2,Groceries,208.9,No,2,No
T001751,219.35,5,Online,17.3,No,2,No
T001752,125.61,7,Electronics,140.7,Yes,4,No
T001753,202.96,0,Electronics,359.5,Yes,3,No
T001754,112.55,11,Gas,26.3,No,0,No
T001755,142.78,8,Travel,172.6,Yes,3,No
T001756,16.3,11,Gas,131.8,Yes,0,No
T001757,27.28,21,Travel,124.6,Yes,2,No
T001758,7.8,23,Electronics,110.3,Yes,1,No
T001759,128.23,17,Electronics,65.4,Yes,3,No
T001760,72.77,21,Online,170.0,No,3,Yes
T001761,72.06,21,Electronics,54.1,No,0,Yes
T001762,31.67,3,Gas,16.3,Yes,1,No
T001763,83.01,16,Travel,122.7,Yes,2,No
T001764,21.75,14,Gas,26.1,Yes,3,No
T001765,34.38,3,Groceries,65.5,Yes,2,Yes
T001766,10.71,19,Electronics,44.1,No,3,No
T001767,45.5,1,Groceries,106.6,Yes,2,Yes
T001768,18.54,19,Electronics,36.3,No,1,No
T001769,77.52,20,Electronics,40.3,Yes,2,No
T001770,181.68,13,Electronics,283.1,No,0,No
T001771,12.62,9,Online,146.5,Yes,6,No
T001772,25.19,7,Online,221.0,No,2,No
T001773,66.71,14,Gas,265.0,No,0,No
T001774,30.38,16,Gas,227.5,Yes,7,No
T001775,75.19,16,Gas,75.0,Yes,2,No
T001776,59.2,8,Groceries,45.0,Yes,7,No
T001777,17.13,13,Electronics,22.3,No,4,No
T001778,98.05,18,Gas,163.1,No,6,No
T001779,14.7,10,Electronics,49.2,Yes,2,No
T001780,828.2,18,Groceries,7.7,Yes,3,No
T001781,79.66,7,Online,93.1,Yes,0,No
T001782,55.4,6,Online,184.3,No,2,No
T001783,38.02,5,Electronics,103.4,Yes,2,No
T001784,75.82,3,Travel,16.3,Yes,1,No
T001785,114.13,1,Gas,97.7,Yes,3,No
T001786,80.81,2,Travel,418.1,Yes,3,No
T001787,5.73,21,Groceries,325.6,Yes,3,No
T001788,17.53,10,Groceries,222.4,Yes,0,No
T001789,55.79,4,Travel,154.3,No,0,No
T001790,45.7,12,Groceries,170.6,Yes,3,No
T001791,60.62,9,Gas,144.4,Yes,2,No
T001792,15.93,13,Online,115.4,Yes,1,No
T001793,9.05,19,Travel,214.0,No,1,No
T001794,88.21,5,Electronics,221.3,No,3,No
T001795,131.14,2,Gas,55.6,No,0,Yes
T001796,7.82,9,Gas,145.9,Yes,4,No
T001797,143.42,0,Online,371.7,Yes,0,No
T001798,112.9,10,Groceries,127.7,Yes,0,No
T001799,52.0,21,Groceries,189.6,Yes,1,Yes
T001800,79.22,13,Online,113.5,No,3,No
T001801,23.26,7,Gas,0.9,Yes,4,No
T001802,50.01,23,Travel,66.6,Yes,2,No
T001803,36.58,4,Electronics,404.7,Yes,2,No
T001804,6.34,11,Gas,56.0,Yes,2,No
T001805,14.13,8,Travel,77.3,No,1,No
T001806,45.18,17,Electronics,192.1,No,0,No
T001807,78.27,0,Travel,359.4,Yes,0,Yes
T001808,110.31,8,Travel,335.9,Yes,1,No
T001809,39.81,2,Groceries,310.3,Yes,2,No
T001810,50.78,0,Groceries,73.4,No,1,No
T001811,9.14,6,Travel,98.6,Yes,0,No
T001812,22.51,16,Online,67.2,No,2,No
T001813,4.96,11,Electronics,58.0,Yes,0,No
T001814,338.71,19,Online,52.6,Yes,1,No
T001815,7.22,14,Gas,26.1,Yes,0,No
T001816,33.67,7,Travel,65.9,No,4,No
T001817,103.2,3,Groceries,3.2,Yes,1,No
T001818,188.22,18,Travel,194.0,Yes,0,No
T001819,13.4,17,Gas,249.0,Yes,1,No
T001820,31.43,2,Gas,157.1,Yes,2,No
T001821,43.0,4,Gas,55.6,Yes,1,No
T001822,69.45,6,Electronics,246.4,Yes,1,No
T001823,22.0,19,Groceries,147.9,Yes,2,No
T001824,37.02,7,Gas,22.5,No,1,No
T001825,64.12,22,Gas,437.8,Yes,1,No
T001826,10.16,22,Gas,67.9,No,2,No
T001827,325.69,14,Travel,52.3,Yes,3,No
T001828,166.58,8,Online,203.6,Yes,1,No
T001829,9.98,20,Online,313.2,Yes,2,No
T001830,37.54,18,Electronics,107.7,Yes,2,No
T001831,31.54,6,Electronics,215.3,Yes,1,No
T001832,299.19,14,Groceries,125.1,Yes,2,No
T001833,103.56,19,Travel,160.2,No,1,No
T001834,39.95,22,Travel,18.9,No,2,No
T001835,58.39,21,Gas,345.4,Yes,0,No
T001836,44.25,11,Travel,20.1,Yes,1,No
T001837,54.36,2,Gas,28.1,Yes,3,No
T001838,143.95,11,Gas,118.5,No,1,No
T001839,127.38,6,Online,164.3,Yes,3,No
T001840,11.14,12,Electronics,117.0,Yes,5,No
T001841,118.63,22,Gas,112.8,Yes,2,No
T001842,14.31,12,Gas,8.8,Yes,1,No
T001843,75.67,7,Groceries,218.8,Yes,1,No
T001844,11.81,0,Electronics,183.0,Yes,4,Yes
T001845,25.46,2,Online,108.8,Yes,1,No
T001846,182.45,2,Online,135.8,Yes,3,Yes
T001847,32.0,9,Travel,3.3,Yes,3,No
T001848,106.64,4,Electronics,389.4,Yes,0,Yes
T001849,76.4,0,Online,114.3,No,1,No
T001850,21.41,10,Electronics,36.0,No,2,No
T001851,6.6,18,Gas,215.6,No,2,Yes
T001852,63.01,23,Groceries,23.2,Yes,1,No
T001853,87.05,5,Online,284.0,Yes,1,No
T001854,49.01,16,Online,154.1,No,2,No
T001855,57.12,1,Gas,117.5,Yes,3,No
T001856,28.28,12,Travel,111.5,Yes,0,No
T001857,74.15,20,Online,53.1,Yes,1,No
T001858,11.53,3,Gas,91.8,No,4,Yes
T001859,122.35,3,Groceries,176.3,Yes,5,No
T001860,125.67,0,Online,418.7,No,2,No
T001861,52.75,4,Travel,38.1,Yes,3,No
T001862,39.16,17,Electronics,77.1,Yes,3,No
T001863,21.46,16,Groceries,79.0,Yes,3,No
T001864,25.08,13,Gas,37.6,No,1,No
T001865,31.06,18,Travel,158.2,Yes,3,No
T001866,64.87,11,Groceries,52.3,No,1,No
T001867,70.73,23,Groceries,185.6,Yes,4,No
T001868,153.47,4,Travel,146.5,No,2,Yes
T001869,12.25,23,Gas,329.4,No,1,No
T001870,24.33,3,Travel,194.7,No,2,No
T001871,77.86,10,Gas,211.4,Yes,4,No
T001872,13.97,1,Groceries,3.1,No,0,No
T001873,95.24,16,Travel,384.1,Yes,2,No
T001874,80.44,15,Gas,172.4,Yes,1,No
T001875,11.29,0,Groceries,12.4,No,2,No
T001876,146.47,10,Groceries,321.8,Yes,3,No
T001877,163.83,12,Travel,114.9,Yes,3,No
T001878,100.22,10,Groceries,339.4,No,0,No
T001879,2.22,18,Travel,50.1,No,2,No
T001880,46.12,22,Gas,442.3,No,2,No
T001881,185.83,13,Gas,168.3,Yes,4,No
T001882,98.29,10,Gas,142.9,No,1,No
T001883,20.42,8,Gas,298.7,Yes,1,No
T001884,38.72,1,Gas,44.8,Yes,5,No
T001885,86.65,1,Online,140.3,No,1,No
T001886,710.97,7,Groceries,337.4,Yes,1,No
T001887,73.27,5,Electronics,132.9,Yes,0,No
T001888,29.95,10,Online,17.0,No,1,No
T001889,19.76,9,Online,202.7,No,4,Yes
T001890,130.01,17,Electronics,77.0,Yes,3,No
T001891,139.73,16,Gas,8.4,No,2,No
T001892,27.14,3,Travel,54.5,Yes,2,No
T001893,141.52,18,Online,136.2,Yes,3,No
T001894,83.78,10,Groceries,53.5,Yes,5,No
T001895,318.8,7,Gas,99.0,Yes,1,No
T001896,71.87,9,Online,455.8,Yes,0,No
T001897,124.69,1,Groceries,205.8,No,1,Yes
T001898,15.74,14,Groceries,204.4,Yes,0,No
T001899,53.73,11,Gas,30.3,Yes,0,No
T001900,25.05,23,Online,210.7,No,3,No
T001901,47.59,12,Electronics,301.4,Yes,1,No
T001902,71.46,12,Gas,26.1,Yes,0,No
T001903,66.77,11,Travel,21.0,Yes,6,No
T001904,204.93,12,Groceries,493.3,Yes,1,No
T001905,42.39,17,Online,195.8,No,0,No
T001906,61.27,19,Online,227.5,Yes,1,No
T001907,39.04,9,Groceries,50.9,No,2,No
T001908,34.03,11,Travel,13.2,Yes,0,No
T001909,245.13,9,Gas,106.3,Yes,2,No
T001910,30.79,15,Electronics,3.1,Yes,1,No
T001911,7.42,8,Travel,66.7,Yes,3,No
T001912,13.77,18,Gas,66.5,No,1,No
T001913,182.83,9,Electronics,231.6,Yes,1,No
T001914,348.45,20,Groceries,82.3,Yes,1,No
T001915,96.68,17,Groceries,127.1,Yes,4,No
T001916,413.06,9,Electronics,138.3,No,2,No
T001917,58.76,0,Gas,3.2,Yes,3,No
T001918,27.71,19,Online,184.7,No,0,Yes
T001919,43.59,6,Groceries,180.8,Yes,1,No
T001920,74.58,9,Gas,170.5,Yes,1,No
T001921,342.02,14,Groceries,106.9,No,7,No
T001922,272.37,13,Groceries,209.6,Yes,3,No
T001923,31.93,4,Gas,86.2,No,0,Yes
T001924,41.32,3,Electronics,83.8,Yes,3,No
T001925,49.79,3,Gas,401.4,Yes,2,No
T001926,51.25,1,Gas,424.0,Yes,3,No
T001927,59.63,17,Electronics,429.0,Yes,2,No
T001928,24.61,14,Gas,59.2,Yes,1,No
T001929,42.08,11,Groceries,55.0,Yes,1,No
T001930,144.92,3,Gas,18.8,No,1,No
T001931,21.0,4,Online,274.6,No,1,No
T001932,63.22,7,Gas,307.9,No,0,No
T001933,25.33,16,Travel,72.0,No,1,No
T001934,8.83,13,Travel,2.7,No,0,No
T001935,38.45,23,Electronics,651.2,Yes,1,No
T001936,740.9,18,Groceries,327.3,No,2,No
T001937,35.61,10,Online,209.8,Yes,0,No
T001938,57.41,9,Groceries,126.1,No,1,No
T001939,50.21,0,Gas,293.4,Yes,1,No
T001940,99.68,3,Travel,99.8,No,2,No
T001941,12.63,23,Gas,369.5,Yes,0,No
T001942,108.81,14,Gas,217.3,Yes,3,No
T001943,82.87,3,Groceries,332.1,Yes,2,No
T001944,47.35,20,Groceries,133.6,Yes,0,No
T001945,113.92,12,Gas,1.7,No,3,No
T001946,39.18,15,Groceries,78.2,Yes,2,No
T001947,25.52,20,Online,153.3,Yes,1,No
T001948,25.3,17,Gas,23.4,No,4,No
T001949,22.62,22,Electronics,130.3,Yes,3,No
T001950,109.33,10,Groceries,40.9,Yes,3,No
T001951,213.79,11,Online,248.2,Yes,3,No
T001952,19.55,13,Gas,233.4,Yes,1,No
T001953,31.07,18,Groceries,318.9,No,1,No
T001954,37.96,13,Electronics,171.9,Yes,1,No
T001955,678.14,6,Online,213.5,Yes,1,No
T001956,91.33,16,Online,18.2,Yes,5,No
T001957,112.01,16,Electronics,74.9,No,1,No
T001958,24.38,4,Gas,39.7,No,2,Yes
T001959,124.69,0,Gas,200.2,Yes,0,No
T001960,26.14,10,Groceries,43.1,Yes,1,No
T001961,26.36,20,Electronics,57.4,No,5,No
T001962,6.7,6,Electronics,62.5,Yes,1,No
T001963,201.47,2,Gas,245.9,Yes,4,No
T001964,114.15,19,Travel,18.4,Yes,5,No
T001965,79.23,21,Electronics,135.8,No,3,No
T001966,207.64,10,Electronics,200.5,Yes,1,No
T001967,20.52,6,Online,192.9,Yes,0,No
T001968,122.7,5,Electronics,328.5,Yes,5,No
T001969,34.89,4,Travel,47.5,Yes,4,No
T001970,175.64,10,Electronics,228.5,Yes,1,No
T001971,279.98,8,Travel,59.4,Yes,2,No
T001972,35.06,21,Groceries,12.0,Yes,2,No
T001973,35.09,16,Gas,33.4,No,0,No
T001974,58.85,11,Travel,269.9,Yes,6,No
T001975,79.44,18,Groceries,285.5,No,1,No
T001976,83.19,7,Electronics,182.0,Yes,0,No
T001977,52.38,19,Groceries,1.0,Yes,0,No
T001978,72.27,15,Travel,124.1,No,1,Yes
T001979,709.02,11,Online,86.1,Yes,1,No
T001980,52.1,9,Online,384.4,Yes,2,No
T001981,36.66,1,Groceries,63.9,Yes,3,No
T001982,78.68,9,Gas,333.1,No,0,No
T001983,67.82,17,Online,245.6,Yes,1,No
T001984,22.47,20,Travel,191.1,Yes,2,No
T001985,47.24,12,Online,237.0,No,0,No
T001986,73.28,0,Gas,178.9,Yes,2,No
T001987,102.45,16,Online,217.2,Yes,0,No
T001988,62.63,8,Groceries,210.3,Yes,2,No
T001989,74.02,17,Electronics,319.8,Yes,0,No
T001990,46.52,14,Online,166.6,No,3,No
T001991,45.81,23,Gas,85.7,Yes,3,No
T001992,54.96,19,Online,96.1,Yes,2,No
T001993,20.83,18,Electronics,3.9,No,6,No
T001994,7.18,21,Gas,198.8,Yes,0,No
T001995,16.38,2,Gas,12.8,Yes,1,No
T001996,17.63,3,Gas,119.2,No,2,No
T001997,209.22,12,Online,10.8,Yes,4,No
T001998,38.03,10,Gas,108.3,Yes,1,No
T001999,58.54,3,Electronics,348.0,Yes,2,No
T002000,91.79,5,Travel,75.4,No,4,No
T002001,240.75,22,Electronics,232.6,No,1,Yes
T002002,374.37,16,Travel,512.1,Yes,1,No
T002003,109.23,3,Online,242.4,Yes,3,No
T002004,38.64,17,Groceries,475.1,Yes,1,No
T002005,10.0,23,Travel,27.4,No,3,No
T002006,127.81,18,Gas,48.5,Yes,4,No
T002007,66.65,0,Online,470.4,Yes,2,No
T002008,17.93,17,Electronics,234.0,No,1,No
T002009,29.71,1,Travel,177.1,Yes,0,No
T002010,5.28,2,Groceries,418.6,Yes,2,Yes
T002011,26.37,15,Groceries,107.5,Yes,4,No
T002012,219.25,13,Electronics,118.8,Yes,2,Yes
T002013,191.93,1,Gas,375.3,No,0,No
T002014,73.32,2,Electronics,175.4,Yes,4,No
T002015,37.19,23,Gas,322.0,Yes,0,No
T002016,65.56,11,Online,222.1,No,4,No
T002017,78.76,11,Groceries,297.8,Yes,1,No
T002018,15.79,2,Electronics,42.8,No,1,No
T002019,32.2,12,Travel,393.5,Yes,1,No
T002020,329.15,10,Online,385.6,Yes,1,No
T002021,19.45,6,Gas,107.8,Yes,2,No
T002022,20.45,2,Gas,301.1,Yes,1,No
T002023,68.05,4,Online,265.7,Yes,0,No
T002024,60.21,0,Electronics,134.6,No,3,No
T002025,72.81,13,Gas,264.6,No,2,No
T002026,415.02,5,Electronics,108.7,No,4,No
T002027,15.24,7,Online,310.8,Yes,1,No
T002028,17.74,10,Gas,18.2,Yes,3,No
T002029,12.55,1,Online,117.1,Yes,3,No
T002030,87.5,12,Travel,408.5,Yes,3,No
T002031,464.72,9,Travel,77.1,Yes,3,No
T002032,44.61,11,Electronics,99.3,No,2,No
T002033,54.88,16,Gas,398.2,No,0,No
T002034,19.91,15,Groceries,246.7,Yes,1,No
T002035,85.46,0,Groceries,264.6,Yes,2,No
T002036,66.99,23,Gas,149.0,Yes,2,No
T002037,86.2,5,Gas,38.0,Yes,1,No
T002038,643.3,8,Travel,165.8,Yes,4,No
T002039,13.41,19,Travel,75.1,Yes,3,No
T002040,112.02,11,Online,165.6,Yes,1,No
T002041,101.17,0,Gas,26.6,Yes,2,No
T002042,15.43,12,Electronics,453.8,Yes,2,Yes
T002043,87.46,6,Travel,105.6,Yes,2,No
T002044,36.34,9,Gas,120.3,Yes,3,No
T002045,49.97,4,Travel,231.3,Yes,2,No
T002046,65.78,4,Gas,123.1,Yes,3,No
T002047,37.26,16,Gas,10.4,Yes,4,No
T002048,9.33,1,Gas,81.1,Yes,4,No
T002049,60.68,12,Groceries,377.6,No,1,No
T002050,194.58,15,Groceries,372.8,Yes,2,No
T002051,123.83,17,Gas,45.2,Yes,2,No
T002052,58.19,7,Electronics,248.7,Yes,5,No
T002053,47.15,14,Travel,89.0,Yes,0,No
T002054,64.09,2,Electronics,183.3,Yes,2,No
T002055,168.11,3,Online,141.5,Yes,2,No
T002056,7.24,22,Electronics,272.4,Yes,5,No
T002057,250.58,23,Groceries,189.6,Yes,1,No
T002058,26.71,5,Travel,24.0,Yes,2,No
T002059,13.8,2,Online,159.2,No,0,No
T002060,178.41,22,Electronics,240.0,No,2,No
T002061,242.74,14,Groceries,44.4,No,1,No
T002062,13.62,22,Electronics,201.4,Yes,1,No
T002063,31.63,12,Groceries,238.7,Yes,0,No
T002064,55.57,22,Groceries,52.9,Yes,1,No
T002065,59.89,12,Travel,167.9,No,2,No
T002066,32.86,23,Travel,200.3,Yes,1,No
T002067,65.1,9,Travel,381.0,Yes,1,No
T002068,61.1,20,Electronics,79.7,No,1,No
T002069,115.55,22,Travel,41.7,No,0,No
T002070,167.68,9,Online,145.5,Yes,2,No
T002071,16.63,8,Online,435.5,Yes,5,No
T002072,206.88,5,Groceries,52.4,Yes,2,No
T002073,85.91,2,Gas,228.7,No,1,Yes
T002074,8.45,8,Travel,215.0,Yes,5,No
T002075,87.55,9,Online,195.1,No,3,No
T002076,116.32,22,Gas,43.4,Yes,1,No
T002077,3.31,22,Travel,2.3,Yes,1,No
T002078,18.71,7,Travel,104.5,Yes,3,No
T002079,109.1,14,Electronics,86.8,Yes,2,No
T002080,51.32,16,Electronics,58.4,Yes,2,No
T002081,111.04,1,Groceries,186.3,Yes,0,No
T002082,48.99,6,Travel,218.5,Yes,2,No
T002083,78.35,9,Groceries,159.8,Yes,2,No
T002084,156.33,7,Groceries,326.1,Yes,1,No
T002085,67.63,12,Online,108.3,Yes,2,No
T002086,61.69,10,Electronics,200.6,Yes,0,No
T002087,234.93,10,Online,116.4,Yes,1,No
T002088,205.53,13,Groceries,4.5,Yes,1,No
T002089,62.25,13,Travel,78.6,Yes,1,No
T002090,288.29,22,Electronics,348.1,No,1,No
T002091,147.82,9,Travel,222.2,Yes,2,No
T002092,13.34,1,Online,46.4,Yes,2,No
T002093,58.35,22,Gas,333.5,Yes,1,No
T002094,40.72,4,Travel,79.5,No,3,Yes
T002095,288.47,6,Travel,88.5,No,0,Yes
T002096,190.96,16,Groceries,78.7,Yes,1,No
T002097,21.52,3,Travel,131.4,Yes,3,No
T002098,83.79,20,Electronics,49.6,No,0,No
T002099,88.89,4,Online,8.7,No,2,Yes
T002100,13.09,22,Gas,414.8,No,9,Yes
T002101,43.78,6,Online,129.2,Yes,2,No
T002102,27.17,11,Groceries,141.4,Yes,1,No
T002103,6.18,21,Electronics,32.7,Yes,3,No
T002104,16.0,8,Online,29.8,No,1,No
T002105,242.83,23,Groceries,249.5,Yes,0,No
T002106,122.02,20,Electronics,23.2,Yes,2,No
T002107,225.51,14,Groceries,361.3,No,3,No
T002108,34.24,18,Online,171.8,Yes,5,No
T002109,283.41,20,Electronics,241.0,No,2,Yes
T002110,17.24,9,Electronics,233.7,No,1,No
T002111,214.29,2,Groceries,78.6,No,2,No
T002112,127.58,6,Gas,148.0,No,1,No
T002113,55.28,16,Online,269.0,Yes,2,No
T002114,17.75,18,Electronics,214.0,Yes,1,No
T002115,88.99,20,Electronics,50.7,Yes,1,No
T002116,44.08,14,Online,385.8,Yes,1,No
T002117,33.33,20,Gas,317.5,Yes,1,No
T002118,18.82,18,Groceries,22.6,Yes,3,No
T002119,113.3,5,Online,46.2,Yes,2,No
T002120,28.86,14,Groceries,85.7,Yes,2,Yes
T002121,485.76,10,Groceries,105.8,Yes,3,No
T002122,55.58,5,Electronics,70.6,No,3,No
T002123,51.22,4,Electronics,309.9,No,1,Yes
T002124,47.63,6,Groceries,135.2,Yes,2,No
T002125,368.54,1,Electronics,347.1,Yes,2,No
T002126,149.7,2,Online,190.9,Yes,2,No
T002127,20.13,6,Travel,46.9,Yes,2,No
T002128,448.8,17,Online,265.3,No,2,No
T002129,147.74,16,Gas,112.0,No,2,Yes
T002130,19.6,0,Electronics,62.3,Yes,2,No
T002131,27.27,6,Gas,125.7,Yes,4,Yes
T002132,86.01,13,Electronics,158.4,Yes,2,No
T002133,36.03,21,Groceries,95.2,No,1,No
T002134,419.72,20,Travel,16.5,Yes,1,No
T002135,39.23,1,Groceries,267.0,Yes,4,No
T002136,154.79,0,Electronics,254.8,No,3,No
T002137,15.86,17,Travel,25.3,Yes,1,No
T002138,45.21,22,Travel,21.9,Yes,1,No
T002139,177.89,3,Gas,230.4,No,3,No
T002140,23.31,18,Online,140.2,Yes,1,No
T002141,60.69,4,Groceries,33.2,Yes,2,No
T002142,92.58,20,Gas,134.1,Yes,4,Yes
T002143,41.4,11,Gas,439.8,No,0,No
T002144,53.23,21,Groceries,196.6,Yes,2,No
T002145,33.94,0,Electronics,361.9,No,0,Yes
T002146,20.89,18,Online,9.0,Yes,3,No
T002147,32.87,4,Travel,293.0,Yes,2,No
T002148,51.05,11,Gas,190.9,Yes,0,No
T002149,66.05,10,Gas,191.7,Yes,3,No
T002150,36.38,4,Gas,225.5,No,1,No
T002151,111.89,7,Gas,279.5,Yes,2,No
T002152,567.51,13,Groceries,90.2,Yes,1,Yes
T002153,49.87,0,Online,463.6,Yes,1,No
T002154,11.21,17,Electronics,67.6,Yes,1,No
T002155,16.17,21,Online,372.6,Yes,2,No
T002156,184.2,0,Online,223.8,No,3,No
T002157,214.28,12,Groceries,232.7,Yes,1,No
T002158,132.17,3,Electronics,214.0,Yes,1,No
T002159,64.04,20,Online,296.0,Yes,2,No
T002160,47.44,6,Groceries,4.2,Yes,5,No
T002161,48.44,7,Online,163.7,Yes,4,No
T002162,756.0,20,Travel,338.3,Yes,2,No
