lead_id,company_size,industry,page_views_30d,demo_attended,email_opens_30d,sales_calls,days_in_pipeline,Converted
L01569,51-200,Finance,20,No,5,1,17,Yes
L01570,51-200,Retail,9,Yes,7,0,24,Yes
L01571,11-50,Finance,8,No,8,0,55,Yes
L01572,51-200,Retail,15,Yes,9,4,32,No
L01573,11-50,Finance,12,No,10,2,21,Yes
L01574,51-200,Manufacturing,19,No,4,1,25,No
L01575,51-200,Manufacturing,12,No,8,2,23,No
L01576,11-50,Healthcare,8,No,6,3,65,No
L01577,1-10,Tech,13,No,6,0,43,No
L01578,11-50,Healthcare,9,Yes,6,3,38,Yes
L01579,11-50,Manufacturing,8,Yes,6,0,7,Yes
L01580,51-200,Retail,20,No,7,1,56,No
L01581,1-10,Finance,11,Yes,4,2,88,Yes
L01582,1-10,Retail,11,No,8,3,6,Yes
L01583,11-50,Tech,8,Yes,8,1,22,Yes
L01584,51-200,Retail,8,No,7,0,62,No
L01585,1-10,Healthcare,6,No,5,1,63,No
L01586,51-200,Retail,9,No,3,3,60,Yes
L01587,201-1000,Retail,15,No,4,3,38,Yes
L01588,1-10,Tech,16,No,5,1,89,No
L01589,51-200,Finance,8,Yes,5,0,71,Yes
L01590,11-50,Tech,22,No,2,1,52,No
L01591,1-10,Healthcare,14,No,2,1,84,No
L01592,1-10,Manufacturing,9,Yes,2,1,40,Yes
L01593,11-50,Finance,18,No,11,2,15,No
L01594,1-10,Finance,14,Yes,7,1,7,Yes
L01595,51-200,Healthcare,7,No,5,2,64,No
L01596,11-50,Healthcare,11,Yes,6,2,46,Yes
L01597,11-50,Healthcare,16,No,5,7,16,No
L01598,51-200,Retail,15,Yes,5,1,73,No
L01599,201-1000,Healthcare,7,No,10,3,84,No
L01600,11-50,Finance,7,No,2,5,7,No
L01601,11-50,Tech,11,No,6,1,35,No
L01602,11-50,Manufacturing,12,No,3,2,10,No
L01603,11-50,Finance,13,No,4,1,8,No
L01604,51-200,Tech,9,Yes,10,3,13,Yes
L01605,1-10,Tech,10,Yes,2,0,26,No
L01606,1-10,Healthcare,14,No,4,2,22,No
L01607,1-10,Manufacturing,14,No,5,2,3,Yes
L01608,1-10,Tech,13,No,4,0,40,No
L01609,1-10,Healthcare,9,Yes,6,5,64,No
L01610,201-1000,Healthcare,15,Yes,3,3,50,Yes
L01611,51-200,Healthcare,9,No,6,1,24,No
L01612,11-50,Retail,10,Yes,2,2,51,Yes
L01613,201-1000,Retail,11,No,6,0,76,No
L01614,11-50,Manufacturing,11,Yes,0,2,27,Yes
L01615,51-200,Healthcare,9,No,5,1,21,No
L01616,1-10,Healthcare,14,No,6,2,87,No
L01617,1-10,Finance,15,No,4,3,10,No
L01618,11-50,Tech,5,No,2,2,22,No
L01619,51-200,Tech,15,No,3,2,70,No
L01620,1-10,Retail,12,Yes,4,0,84,Yes
L01621,11-50,Tech,11,No,3,1,52,No
L01622,1-10,Retail,13,No,7,0,76,No
L01623,1-10,Tech,12,No,5,1,39,No
L01624,11-50,Healthcare,13,No,7,1,83,Yes
L01625,201-1000,Tech,8,No,6,0,80,No
L01626,201-1000,Healthcare,14,No,4,2,4,No
L01627,11-50,Tech,8,No,5,2,69,No
L01628,1-10,Manufacturing,14,Yes,6,2,40,Yes
L01629,1-10,Healthcare,6,No,8,2,48,No
L01630,51-200,Tech,16,Yes,7,1,67,No
L01631,201-1000,Healthcare,18,Yes,5,3,15,Yes
L01632,1-10,Manufacturing,10,Yes,4,0,60,Yes
L01633,51-200,Manufacturing,9,No,2,0,87,No
L01634,51-200,Manufacturing,10,No,7,3,77,No
L01635,1-10,Healthcare,15,Yes,4,2,87,Yes
L01636,201-1000,Retail,10,Yes,5,1,37,No
L01637,11-50,Finance,16,No,5,0,33,No
L01638,51-200,Healthcare,16,Yes,8,4,76,Yes
L01639,51-200,Tech,13,No,0,0,14,No
L01640,51-200,Manufacturing,7,Yes,6,2,2,Yes
L01641,51-200,Manufacturing,11,Yes,1,0,80,Yes
L01642,51-200,Healthcare,9,No,3,3,77,No
L01643,11-50,Healthcare,13,No,4,1,8,Yes
L01644,11-50,Manufacturing,14,No,5,0,31,No
L01645,201-1000,Manufacturing,15,No,8,1,53,No
L01646,1-10,Retail,15,No,2,4,75,No
L01647,11-50,Retail,9,No,4,2,70,No
L01648,1-10,Retail,18,No,5,1,7,Yes
L01649,11-50,Finance,15,Yes,3,2,23,Yes
L01650,11-50,Tech,7,Yes,6,2,15,No
L01651,1-10,Healthcare,15,Yes,5,5,5,No
L01652,11-50,Healthcare,9,No,5,5,40,No
L01653,11-50,Manufacturing,9,Yes,8,2,71,Yes
L01654,11-50,Tech,12,No,4,4,57,No
L01655,51-200,Manufacturing,15,No,6,2,73,Yes
L01656,11-50,Manufacturing,8,Yes,4,2,87,Yes
L01657,11-50,Tech,16,Yes,6,1,61,No
L01658,51-200,Finance,12,No,5,2,69,Yes
L01659,11-50,Tech,11,No,1,3,3,No
L01660,11-50,Healthcare,9,Yes,4,7,46,Yes
L01661,1-10,Tech,12,No,5,3,38,No
L01662,201-1000,Retail,6,Yes,5,5,15,Yes
L01663,1-10,Tech,14,No,5,1,18,No
L01664,11-50,Retail,9,No,8,0,39,No
L01665,11-50,Retail,11,No,6,4,9,No
L01666,201-1000,Healthcare,17,No,3,2,43,No
L01667,11-50,Retail,14,No,6,4,58,No
L01668,1-10,Healthcare,12,Yes,8,3,11,Yes
L01669,51-200,Finance,16,No,8,2,19,No
L01670,201-1000,Healthcare,9,No,4,5,26,Yes
L01671,11-50,Finance,10,Yes,5,0,59,Yes
L01672,201-1000,Finance,12,No,4,2,39,No
L01673,11-50,Retail,10,Yes,7,2,12,Yes
L01674,51-200,Healthcare,5,Yes,4,4,15,Yes
L01675,1-10,Healthcare,14,Yes,9,1,68,Yes
L01676,51-200,Finance,9,No,7,1,22,No
L01677,51-200,Tech,7,No,5,2,18,No
L01678,1-10,Tech,19,No,1,2,42,Yes
L01679,51-200,Manufacturing,14,No,2,4,23,No
L01680,11-50,Retail,12,No,5,1,52,No
L01681,11-50,Healthcare,7,No,6,2,38,No
L01682,1-10,Finance,11,No,6,4,41,No
L01683,51-200,Healthcare,10,Yes,7,1,25,Yes
L01684,11-50,Finance,13,No,8,3,78,No
L01685,11-50,Tech,8,No,5,4,71,No
L01686,1-10,Retail,18,Yes,5,3,70,Yes
L01687,1-10,Healthcare,15,No,2,0,53,No
L01688,1-10,Retail,12,No,5,1,42,No
L01689,11-50,Retail,6,Yes,2,3,27,Yes
L01690,1-10,Finance,9,Yes,5,0,61,Yes
L01691,1-10,Retail,11,No,9,1,42,No
L01692,11-50,Finance,13,No,5,5,27,Yes
L01693,1-10,Finance,9,Yes,7,1,86,No
L01694,11-50,Finance,6,No,6,0,62,No
L01695,11-50,Finance,11,Yes,2,1,5,Yes
L01696,51-200,Healthcare,9,No,5,1,66,No
L01697,11-50,Healthcare,10,Yes,6,3,86,No
L01698,1-10,Manufacturing,10,No,4,2,26,No
L01699,201-1000,Finance,14,Yes,2,3,39,Yes
L01700,1-10,Tech,15,Yes,3,1,74,No
L01701,11-50,Retail,9,No,10,3,60,No
L01702,11-50,Tech,12,No,7,4,28,No
L01703,11-50,Manufacturing,11,No,6,1,28,No
L01704,51-200,Manufacturing,13,No,4,2,60,Yes
L01705,51-200,Finance,18,No,8,3,6,Yes
L01706,11-50,Manufacturing,9,Yes,1,4,68,Yes
L01707,11-50,Retail,13,No,3,3,30,No
L01708,1-10,Healthcare,9,No,2,1,21,No
L01709,51-200,Manufacturing,10,No,2,4,85,Yes
L01710,201-1000,Finance,12,Yes,2,1,31,Yes
L01711,1-10,Retail,10,Yes,2,5,63,Yes
L01712,11-50,Tech,11,Yes,7,1,20,Yes
L01713,11-50,Healthcare,11,Yes,5,1,47,No
L01714,51-200,Manufacturing,9,Yes,6,1,6,Yes
L01715,51-200,Manufacturing,16,No,3,4,32,No
L01716,51-200,Tech,8,Yes,3,3,69,Yes
L01717,51-200,Manufacturing,11,Yes,1,2,44,No
L01718,11-50,Finance,14,No,4,1,13,No
L01719,1-10,Tech,12,Yes,7,2,16,Yes
L01720,11-50,Healthcare,8,Yes,6,2,4,Yes
L01721,51-200,Finance,15,No,5,1,28,No
L01722,11-50,Healthcare,10,Yes,7,3,49,No
L01723,1-10,Finance,5,Yes,7,0,4,No
L01724,11-50,Healthcare,8,No,1,2,18,No
L01725,11-50,Tech,12,No,3,0,36,No
L01726,1-10,Manufacturing,11,No,3,2,49,Yes
L01727,51-200,Retail,13,No,2,2,87,No
L01728,51-200,Finance,8,No,6,1,71,No
L01729,1-10,Retail,20,No,7,0,37,No
L01730,1-10,Finance,16,No,6,2,85,Yes
L01731,1-10,Healthcare,12,Yes,5,2,75,No
L01732,11-50,Tech,9,No,4,5,23,Yes
L01733,201-1000,Retail,11,No,7,0,13,Yes
L01734,11-50,Tech,10,Yes,7,1,57,No
L01735,201-1000,Healthcare,13,No,6,1,5,No
L01736,1-10,Tech,15,No,5,4,45,Yes
L01737,1-10,Finance,14,No,0,1,64,No
L01738,11-50,Tech,8,No,2,0,10,No
L01739,1-10,Healthcare,15,No,3,3,67,Yes
L01740,1-10,Manufacturing,10,No,9,2,50,No
L01741,51-200,Tech,12,Yes,4,1,65,No
L01742,11-50,Manufacturing,13,No,9,1,73,No
L01743,51-200,Manufacturing,10,Yes,8,2,50,Yes
L01744,1-10,Healthcare,6,No,9,3,42,No
L01745,1-10,Retail,16,No,6,1,46,No
L01746,51-200,Retail,11,No,3,5,24,No
L01747,11-50,Manufacturing,12,No,2,1,10,No
L01748,1-10,Manufacturing,12,Yes,4,3,62,Yes
L01749,11-50,Manufacturing,8,No,2,1,67,No
L01750,1-10,Manufacturing,5,No,3,2,37,No
L01751,1-10,Manufacturing,13,Yes,5,1,27,No
L01752,11-50,Finance,8,No,2,2,28,No
L01753,1-10,Finance,12,No,2,2,16,Yes
L01754,1-10,Healthcare,10,Yes,5,3,66,Yes
L01755,1-10,Retail,10,No,4,2,84,No
L01756,1-10,Finance,7,Yes,5,3,78,Yes
L01757,11-50,Healthcare,10,Yes,4,5,39,Yes
L01758,1-10,Healthcare,17,No,5,0,77,No
L01759,11-50,Manufacturing,13,Yes,4,6,69,No
L01760,11-50,Healthcare,10,No,7,0,9,No
L01761,1-10,Healthcare,9,No,11,1,26,No
L01762,1-10,Finance,15,No,4,1,28,No
L01763,1-10,Retail,11,No,3,2,60,No
L01764,201-1000,Retail,20,No,11,0,58,No
L01765,11-50,Finance,14,No,10,6,13,Yes
L01766,11-50,Manufacturing,14,Yes,5,1,69,Yes
L01767,51-200,Manufacturing,15,No,2,1,11,No
L01768,51-200,Tech,17,No,4,1,50,Yes
L01769,51-200,Retail,5,No,9,1,37,No
L01770,51-200,Manufacturing,13,No,4,5,33,No
L01771,11-50,Finance,12,No,1,0,25,No
L01772,1-10,Manufacturing,12,Yes,4,3,63,Yes
L01773,11-50,Manufacturing,7,No,4,1,6,No
L01774,11-50,Finance,15,No,3,2,44,No
L01775,51-200,Manufacturing,10,Yes,2,3,41,Yes
L01776,1-10,Retail,10,No,6,1,69,No
L01777,51-200,Retail,9,Yes,4,4,39,Yes
L01778,1-10,Tech,20,No,4,1,6,Yes
L01779,11-50,Tech,8,Yes,8,3,52,Yes
L01780,11-50,Healthcare,14,No,1,1,61,No
L01781,1-10,Manufacturing,10,No,4,3,12,Yes
L01782,51-200,Tech,18,Yes,3,3,66,Yes
L01783,51-200,Manufacturing,13,Yes,6,1,42,Yes
L01784,1-10,Finance,23,Yes,2,2,30,Yes
L01785,51-200,Finance,11,Yes,4,3,85,Yes
L01786,201-1000,Finance,10,No,5,1,4,No
L01787,11-50,Healthcare,7,Yes,6,2,34,Yes
L01788,11-50,Manufacturing,16,No,3,0,43,No
L01789,51-200,Healthcare,11,No,2,1,40,No
L01790,11-50,Manufacturing,11,No,3,0,34,No
L01791,11-50,Healthcare,9,Yes,2,8,37,Yes
L01792,51-200,Manufacturing,12,No,5,2,71,No
L01793,1-10,Manufacturing,10,No,3,2,26,Yes
L01794,51-200,Tech,11,No,4,2,47,No
L01795,11-50,Manufacturing,12,No,10,5,8,No
L01796,11-50,Finance,12,Yes,3,3,71,Yes
L01797,1-10,Tech,19,No,6,4,70,No
L01798,51-200,Finance,9,Yes,4,1,81,Yes
L01799,1-10,Retail,16,No,3,0,84,No
L01800,11-50,Tech,14,Yes,5,2,55,Yes
L01801,11-50,Tech,19,Yes,5,1,59,Yes
L01802,1-10,Tech,11,No,8,1,17,No
L01803,51-200,Tech,15,No,8,2,85,No
L01804,11-50,Healthcare,10,No,4,2,7,Yes
L01805,1-10,Tech,9,No,3,0,89,No
L01806,51-200,Retail,16,No,4,4,47,No
L01807,51-200,Finance,14,Yes,6,0,47,No
L01808,201-1000,Finance,10,Yes,8,2,81,Yes
L01809,51-200,Finance,18,Yes,12,3,80,No
L01810,11-50,Retail,15,No,1,4,51,Yes
L01811,51-200,Finance,7,No,4,1,74,No
L01812,11-50,Finance,9,No,5,2,8,No
L01813,11-50,Finance,14,Yes,6,2,62,Yes
L01814,11-50,Finance,13,Yes,1,1,83,Yes
L01815,11-50,Finance,11,No,4,3,65,No
L01816,201-1000,Tech,18,No,8,1,59,No
L01817,11-50,Finance,11,Yes,7,2,54,Yes
L01818,11-50,Manufacturing,15,No,3,2,44,Yes
L01819,11-50,Tech,12,Yes,3,1,71,No
L01820,11-50,Healthcare,10,No,5,4,79,No
L01821,1-10,Healthcare,11,No,5,1,63,No
L01822,201-1000,Healthcare,14,No,3,5,46,Yes
L01823,51-200,Manufacturing,11,No,8,2,19,Yes
L01824,11-50,Tech,21,Yes,7,2,15,Yes
L01825,11-50,Healthcare,14,Yes,5,2,24,Yes
L01826,51-200,Retail,13,No,7,2,35,No
L01827,11-50,Retail,6,Yes,7,2,21,Yes
L01828,1-10,Healthcare,14,No,6,4,35,No
L01829,11-50,Healthcare,9,No,4,1,45,No
L01830,11-50,Manufacturing,12,Yes,10,4,19,Yes
L01831,51-200,Tech,12,Yes,4,3,15,Yes
L01832,51-200,Manufacturing,19,No,4,0,4,No
L01833,51-200,Tech,20,Yes,4,2,3,Yes
L01834,51-200,Finance,11,No,5,4,74,No
L01835,11-50,Tech,7,No,7,1,9,No
L01836,1-10,Finance,8,Yes,5,4,86,Yes
L01837,201-1000,Healthcare,13,No,3,6,78,No
L01838,51-200,Retail,12,No,5,1,77,No
L01839,11-50,Healthcare,13,Yes,6,3,77,Yes
L01840,51-200,Finance,15,No,6,0,17,No
L01841,51-200,Finance,16,Yes,6,5,30,Yes
L01842,11-50,Tech,10,Yes,5,1,3,Yes
L01843,11-50,Tech,17,No,3,1,9,Yes
L01844,201-1000,Manufacturing,13,No,3,2,58,No
L01845,1-10,Healthcare,11,Yes,3,0,28,Yes
L01846,1-10,Retail,11,No,1,0,23,No
L01847,201-1000,Tech,13,No,4,1,31,No
L01848,51-200,Tech,14,No,4,0,70,No
L01849,1-10,Manufacturing,9,No,9,3,47,No
L01850,11-50,Finance,16,No,3,1,47,Yes
L01851,11-50,Healthcare,13,No,4,2,46,No
L01852,51-200,Manufacturing,17,No,5,3,18,Yes
L01853,11-50,Manufacturing,6,No,5,1,53,No
L01854,11-50,Healthcare,11,Yes,5,3,77,Yes
L01855,11-50,Manufacturing,7,Yes,3,1,29,Yes
L01856,11-50,Manufacturing,12,No,5,0,77,No
L01857,1-10,Manufacturing,10,No,5,4,15,No
L01858,1-10,Tech,10,No,7,2,36,No
L01859,1-10,Tech,12,No,3,5,1,No
L01860,201-1000,Finance,7,No,7,2,15,Yes
L01861,11-50,Manufacturing,13,No,6,1,76,No
L01862,11-50,Healthcare,22,No,3,2,88,No
L01863,201-1000,Healthcare,9,Yes,8,1,1,Yes
L01864,1-10,Manufacturing,12,No,2,1,12,No
L01865,1-10,Finance,9,Yes,4,2,77,No
L01866,1-10,Finance,10,Yes,8,2,80,Yes
L01867,201-1000,Manufacturing,11,No,6,2,80,No
L01868,51-200,Finance,13,Yes,7,2,49,Yes
L01869,1-10,Manufacturing,17,No,4,0,58,No
L01870,1-10,Finance,15,No,6,5,9,No
L01871,1-10,Manufacturing,8,No,5,0,55,No
L01872,201-1000,Tech,17,Yes,2,2,35,Yes
L01873,11-50,Tech,10,No,6,2,3,No
L01874,51-200,Finance,10,No,4,1,66,No
L01875,51-200,Healthcare,12,Yes,2,2,12,No
L01876,201-1000,Finance,10,No,5,0,38,Yes
L01877,11-50,Finance,11,Yes,4,3,17,No
L01878,1-10,Healthcare,11,No,5,6,40,No
L01879,11-50,Finance,10,Yes,1,1,49,Yes
L01880,51-200,Manufacturing,10,No,2,6,44,No
L01881,201-1000,Finance,10,No,6,5,61,Yes
L01882,11-50,Tech,12,No,9,1,43,No
L01883,11-50,Healthcare,11,Yes,6,0,16,Yes
L01884,51-200,Tech,19,No,4,2,30,Yes
L01885,11-50,Finance,11,No,4,4,15,No
L01886,1-10,Finance,6,No,6,1,18,No
L01887,1-10,Tech,13,No,5,1,57,No
L01888,11-50,Retail,15,No,5,2,26,No
L01889,1-10,Healthcare,9,No,8,1,65,No
L01890,51-200,Retail,16,No,4,1,76,No
L01891,51-200,Healthcare,11,Yes,5,2,15,Yes
L01892,201-1000,Retail,12,No,5,0,12,No
L01893,51-200,Healthcare,13,No,6,3,77,No
L01894,11-50,Manufacturing,10,Yes,6,3,47,Yes
L01895,1-10,Manufacturing,10,Yes,5,2,10,Yes
L01896,1-10,Tech,10,Yes,3,2,48,Yes
L01897,51-200,Healthcare,9,Yes,1,2,61,No
L01898,11-50,Manufacturing,12,No,5,3,83,No
L01899,1-10,Tech,9,Yes,2,2,76,Yes
L01900,11-50,Finance,11,Yes,5,2,51,No
L01901,51-200,Tech,9,No,6,0,42,No
L01902,51-200,Finance,10,Yes,6,1,1,No
L01903,51-200,Manufacturing,11,Yes,8,1,85,Yes
L01904,201-1000,Manufacturing,9,Yes,9,1,48,Yes
L01905,11-50,Manufacturing,18,No,8,2,65,No
L01906,51-200,Retail,12,Yes,4,5,4,Yes
L01907,1-10,Tech,15,No,2,2,41,No
L01908,51-200,Retail,11,No,5,1,13,No
L01909,11-50,Healthcare,10,No,2,2,70,No
L01910,1-10,Manufacturing,11,No,2,1,80,No
L01911,1-10,Healthcare,11,No,4,5,86,Yes
L01912,51-200,Manufacturing,11,Yes,4,0,37,No
L01913,1-10,Manufacturing,7,No,10,3,9,No
L01914,11-50,Tech,7,No,5,1,73,No
L01915,11-50,Tech,14,No,6,1,64,No
L01916,51-200,Healthcare,13,No,6,3,14,No
L01917,1-10,Tech,13,Yes,1,0,4,Yes
L01918,1-10,Tech,13,No,5,1,58,No
L01919,1-10,Tech,11,No,4,2,62,No
L01920,51-200,Tech,14,No,5,1,89,No
L01921,1-10,Retail,12,No,5,1,8,No
L01922,11-50,Healthcare,11,No,4,3,57,No
L01923,11-50,Healthcare,19,Yes,5,3,89,Yes
L01924,11-50,Manufacturing,19,No,3,0,74,Yes
L01925,11-50,Tech,12,No,8,1,29,No
L01926,11-50,Manufacturing,10,Yes,4,1,67,Yes
L01927,1-10,Tech,12,Yes,3,1,47,No
L01928,11-50,Healthcare,11,No,7,2,80,Yes
L01929,11-50,Retail,13,No,2,2,85,No
L01930,1-10,Manufacturing,18,No,1,0,49,Yes
L01931,11-50,Retail,11,No,2,1,38,No
L01932,11-50,Retail,8,No,7,0,41,No
L01933,1-10,Healthcare,18,Yes,5,4,12,Yes
L01934,1-10,Finance,17,No,6,3,6,No
L01935,11-50,Tech,7,Yes,1,1,79,Yes
L01936,51-200,Finance,7,No,4,0,32,No
L01937,51-200,Finance,13,Yes,5,2,12,No
L01938,11-50,Retail,17,No,9,3,42,Yes
L01939,1-10,Finance,8,No,3,3,77,No
L01940,11-50,Finance,9,Yes,3,3,45,Yes
L01941,201-1000,Finance,10,No,4,3,75,Yes
L01942,1-10,Tech,14,No,4,2,34,Yes
L01943,11-50,Manufacturing,10,No,10,3,56,Yes
L01944,1-10,Manufacturing,17,Yes,3,1,69,Yes
L01945,11-50,Finance,3,No,6,3,21,No
L01946,1-10,Finance,15,No,2,0,61,No
L01947,201-1000,Manufacturing,11,No,6,4,23,No
L01948,11-50,Manufacturing,9,Yes,5,3,11,Yes
L01949,11-50,Retail,12,Yes,5,0,39,No
L01950,11-50,Healthcare,14,No,6,0,30,No
L01951,11-50,Tech,11,No,3,3,70,Yes
L01952,1-10,Healthcare,13,No,4,1,65,No
L01953,51-200,Finance,11,No,4,0,20,No
L01954,1-10,Finance,8,No,7,3,80,No
L01955,1-10,Retail,11,Yes,4,2,50,No
L01956,11-50,Manufacturing,9,No,5,2,62,No
L01957,1-10,Finance,8,No,8,2,81,Yes
L01958,11-50,Healthcare,13,No,2,1,8,No
L01959,1-10,Healthcare,11,No,6,3,1,No
L01960,201-1000,Retail,6,Yes,3,1,26,No
L01961,51-200,Tech,7,No,5,0,56,No
L01962,1-10,Tech,11,No,9,2,86,Yes
L01963,51-200,Retail,16,No,3,2,55,Yes
L01964,1-10,Finance,7,No,6,0,20,No
L01965,11-50,Retail,10,No,2,4,6,No
L01966,51-200,Finance,15,No,7,1,21,No
L01967,1-10,Tech,13,No,7,0,18,No
L01968,1-10,Finance,11,No,1,2,72,No
L01969,51-200,Retail,12,No,0,0,10,No
L01970,51-200,Finance,17,No,5,3,54,No
L01971,201-1000,Finance,20,Yes,2,3,66,Yes
L01972,1-10,Healthcare,16,No,6,1,71,No
L01973,1-10,Tech,12,Yes,6,1,67,Yes
L01974,1-10,Tech,15,Yes,2,3,48,No
L01975,11-50,Retail,8,No,3,6,2,No
L01976,1-10,Finance,7,No,9,4,76,No
L01977,11-50,Healthcare,11,No,3,1,64,No
L01978,1-10,Manufacturing,11,No,6,4,83,Yes
L01979,11-50,Manufacturing,9,No,5,2,40,No
L01980,11-50,Healthcare,11,No,4,1,21,No
L01981,1-10,Healthcare,12,No,3,1,38,No
L01982,51-200,Finance,6,Yes,4,1,27,Yes
L01983,201-1000,Finance,10,No,3,1,88,No
L01984,11-50,Tech,10,Yes,7,2,12,Yes
L01985,11-50,Manufacturing,14,No,4,0,85,No
L01986,11-50,Healthcare,9,No,1,1,88,No
L01987,201-1000,Finance,12,No,9,1,48,No
L01988,51-200,Retail,11,Yes,3,4,76,No
L01989,201-1000,Manufacturing,9,No,4,2,38,Yes
L01990,11-50,Manufacturing,13,No,7,1,57,Yes
L01991,11-50,Retail,9,No,9,2,24,No
L01992,1-10,Retail,14,No,3,0,33,Yes
L01993,1-10,Retail,7,No,5,2,64,No
L01994,201-1000,Manufacturing,23,No,5,3,60,No
L01995,11-50,Healthcare,10,Yes,3,2,35,Yes
L01996,11-50,Retail,8,No,2,5,14,Yes
L01997,1-10,Finance,10,No,6,2,83,No
L01998,201-1000,Tech,14,No,3,1,27,No
L01999,1-10,Manufacturing,15,No,4,4,61,Yes
L02000,11-50,Finance,12,Yes,8,1,14,No
L02001,11-50,Healthcare,13,Yes,6,6,67,Yes
L02002,51-200,Retail,6,Yes,5,1,38,No
L02003,51-200,Tech,16,No,3,2,87,Yes
L02004,51-200,Finance,12,No,3,2,17,No
L02005,11-50,Manufacturing,9,No,8,2,40,No
L02006,11-50,Tech,12,No,4,2,33,Yes
L02007,51-200,Retail,12,No,4,6,42,Yes
L02008,1-10,Finance,14,No,4,3,81,Yes
L02009,1-10,Healthcare,10,No,6,1,77,Yes
L02010,51-200,Finance,14,No,1,2,5,No
L02011,51-200,Retail,12,Yes,8,1,25,Yes
L02012,51-200,Finance,14,No,5,3,10,No
L02013,1-10,Finance,11,No,6,2,55,No
L02014,51-200,Tech,7,No,4,3,37,No
L02015,201-1000,Finance,11,Yes,7,2,58,Yes
L02016,11-50,Healthcare,16,No,8,1,3,No
L02017,11-50,Finance,7,No,10,2,45,Yes
L02018,11-50,Finance,10,No,2,1,31,Yes
L02019,11-50,Healthcare,9,Yes,5,3,21,No
L02020,1-10,Finance,14,No,3,0,3,No
L02021,1-10,Tech,17,Yes,4,2,68,Yes
L02022,201-1000,Retail,7,No,1,0,17,No
L02023,11-50,Retail,12,No,10,2,80,Yes
L02024,11-50,Finance,12,Yes,5,0,48,Yes
L02025,11-50,Finance,8,No,2,1,85,No
L02026,1-10,Healthcare,13,Yes,6,1,47,Yes
L02027,1-10,Tech,11,Yes,4,4,22,No
L02028,1-10,Finance,11,No,5,1,59,No
L02029,51-200,Manufacturing,13,No,4,4,50,Yes
L02030,51-200,Finance,18,Yes,2,0,5,No
L02031,201-1000,Finance,13,No,6,2,79,No
L02032,201-1000,Healthcare,5,Yes,4,0,68,No
L02033,1-10,Tech,18,No,5,1,17,Yes
L02034,1-10,Finance,15,No,2,1,8,No
L02035,51-200,Finance,8,No,7,1,34,Yes
L02036,1-10,Retail,14,No,3,2,42,No
L02037,201-1000,Healthcare,9,No,4,3,4,No
L02038,11-50,Retail,15,No,4,2,7,No
L02039,11-50,Finance,16,Yes,3,1,23,Yes
L02040,11-50,Tech,14,No,6,3,11,No
L02041,11-50,Retail,15,No,3,2,19,No
L02042,11-50,Manufacturing,7,No,6,2,7,Yes
L02043,1-10,Manufacturing,10,No,2,0,76,No
L02044,201-1000,Tech,14,No,7,4,34,Yes
L02045,51-200,Healthcare,17,No,2,0,30,No
L02046,51-200,Finance,17,No,6,4,29,No
L02047,201-1000,Retail,9,Yes,5,0,80,Yes
L02048,51-200,Healthcare,15,Yes,9,2,39,Yes
L02049,201-1000,Healthcare,17,No,2,2,6,Yes
L02050,51-200,Manufacturing,7,Yes,9,2,34,Yes
L02051,11-50,Tech,9,Yes,7,0,52,Yes
L02052,1-10,Retail,10,No,5,1,57,No
L02053,11-50,Healthcare,13,Yes,4,1,74,No
L02054,11-50,Manufacturing,15,No,4,1,69,No
L02055,51-200,Healthcare,7,No,5,1,28,No
L02056,51-200,Tech,13,No,9,2,52,Yes
L02057,11-50,Retail,8,No,8,0,88,No
L02058,1-10,Healthcare,15,No,5,5,75,No
L02059,1-10,Finance,14,No,4,2,79,Yes
L02060,51-200,Healthcare,16,Yes,3,5,13,Yes
L02061,51-200,Retail,11,Yes,5,0,40,No
L02062,11-50,Healthcare,9,No,5,2,80,No
L02063,1-10,Healthcare,11,Yes,5,1,45,Yes
L02064,1-10,Healthcare,11,No,3,5,9,No
L02065,1-10,Retail,14,Yes,6,1,87,Yes
L02066,201-1000,Manufacturing,12,No,5,4,64,No
L02067,11-50,Manufacturing,12,Yes,5,0,71,Yes
L02068,11-50,Finance,8,No,6,2,49,Yes
L02069,51-200,Finance,8,No,12,2,68,No
L02070,1-10,Manufacturing,12,Yes,3,1,26,No
L02071,11-50,Finance,10,Yes,7,3,20,Yes
L02072,11-50,Tech,8,No,1,1,26,No
L02073,11-50,Tech,15,Yes,13,4,15,Yes
L02074,1-10,Manufacturing,10,No,4,1,4,No
L02075,11-50,Healthcare,11,Yes,6,1,5,Yes
L02076,1-10,Finance,13,Yes,8,1,41,Yes
L02077,11-50,Healthcare,11,No,6,2,8,No
L02078,11-50,Tech,9,No,1,2,89,No
L02079,1-10,Tech,17,Yes,6,3,43,Yes
L02080,201-1000,Retail,14,No,6,2,65,No
L02081,51-200,Tech,11,No,5,3,52,No
L02082,201-1000,Manufacturing,3,No,7,0,58,Yes
L02083,201-1000,Tech,9,Yes,8,4,34,Yes
L02084,1-10,Retail,8,No,3,2,80,Yes
L02085,1-10,Manufacturing,9,Yes,2,2,83,No
L02086,201-1000,Tech,12,No,4,4,70,Yes
L02087,11-50,Retail,11,No,4,3,46,No
L02088,51-200,Finance,10,No,5,2,11,No
L02089,51-200,Tech,6,No,6,1,37,No
L02090,11-50,Healthcare,13,No,5,3,21,No
L02091,11-50,Healthcare,8,No,6,4,63,No
L02092,1-10,Manufacturing,8,Yes,5,1,36,Yes
