customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,senior_citizen,Churn
C01094,43,31.8,1163.44,One year,Fiber optic,Yes,Electronic check,1,No
C01095,5,24.52,115.57,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01096,26,63.79,1719.89,Month-to-month,No,Yes,Electronic check,0,No
C01097,72,104.4,8525.77,Month-to-month,DSL,No,Credit card,0,Yes
C01098,2,46.24,75.6,Month-to-month,DSL,No,Bank transfer,1,Yes
C01099,0,62.17,0.0,One year,No,No,Credit card,0,No
C01100,13,23.99,360.49,Month-to-month,Fiber optic,No,Bank transfer,1,No
C01101,2,64.91,104.33,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C01102,33,77.76,2259.59,Two year,No,No,Credit card,0,Yes
C01103,59,77.09,5383.42,Two year,DSL,No,Electronic check,0,No
C01104,13,53.24,723.52,Two year,Fiber optic,Yes,Electronic check,0,Yes
C01105,7,51.55,326.45,Two year,DSL,No,Bank transfer,0,No
C01106,13,30.66,329.54,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01107,30,56.68,1379.49,Month-to-month,DSL,No,Electronic check,0,Yes
C01108,0,29.95,0.0,One year,No,No,Credit card,0,No
C01109,21,96.66,2339.61,One year,DSL,Yes,Bank transfer,0,Yes
C01110,22,116.63,2479.56,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01111,24,117.01,3055.74,Two year,No,No,Mailed check,0,No
C01112,6,106.51,745.98,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01113,30,80.08,2314.03,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01114,2,90.09,157.93,One year,Fiber optic,No,Electronic check,0,No
C01115,5,48.52,244.26,One year,DSL,No,Electronic check,0,No
C01116,50,83.08,4832.07,One year,Fiber optic,No,Electronic check,0,No
C01117,32,65.56,2353.34,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01118,0,68.2,0.0,Two year,No,No,Bank transfer,0,Yes
C01119,6,95.78,618.95,Month-to-month,No,No,Mailed check,1,Yes
C01120,5,48.19,247.88,Month-to-month,No,No,Bank transfer,0,Yes
C01121,7,51.8,421.7,Two year,No,No,Mailed check,0,No
C01122,6,112.46,572.87,Two year,Fiber optic,Yes,Mailed check,0,No
C01123,1,25.62,25.97,Two year,Fiber optic,Yes,Electronic check,0,Yes
C01124,14,68.56,1105.53,Two year,No,No,Bank transfer,0,No
C01125,31,111.28,3325.52,One year,Fiber optic,Yes,Electronic check,0,No
C01126,22,81.04,1770.04,One year,No,No,Electronic check,0,No
C01127,26,74.64,1607.21,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01128,2,44.97,81.96,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C01129,72,54.33,3637.16,Month-to-month,Fiber optic,No,Credit card,0,No
C01130,43,105.2,5329.02,Month-to-month,No,No,Mailed check,0,Yes
C01131,39,75.92,2703.48,One year,DSL,No,Credit card,0,No
C01132,41,71.47,2884.4,One year,Fiber optic,Yes,Mailed check,0,No
C01133,64,29.96,2048.83,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C01134,18,21.6,336.26,Month-to-month,DSL,No,Mailed check,0,Yes
C01135,5,116.37,578.69,One year,No,No,Electronic check,0,Yes
C01136,23,57.7,1453.73,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01137,32,80.32,2947.4,Two year,Fiber optic,Yes,Bank transfer,0,No
C01138,32,27.97,940.24,One year,DSL,No,Mailed check,0,No
C01139,17,88.31,1602.79,One year,Fiber optic,No,Mailed check,0,No
C01140,1,113.26,96.33,One year,Fiber optic,No,Mailed check,0,Yes
C01141,11,77.57,1005.42,Two year,Fiber optic,No,Electronic check,0,Yes
C01142,60,32.61,1669.04,Month-to-month,DSL,No,Bank transfer,0,Yes
C01143,21,78.17,1821.93,One year,No,Yes,Electronic check,0,No
C01144,18,96.63,1575.71,One year,Fiber optic,No,Credit card,0,No
C01145,7,60.64,498.1,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C01146,11,107.98,1292.29,Two year,Fiber optic,No,Credit card,0,Yes
C01147,54,84.87,5048.27,One year,Fiber optic,No,Bank transfer,0,No
C01148,26,109.92,2536.76,One year,Fiber optic,Yes,Credit card,0,No
C01149,37,82.35,2977.53,Two year,Fiber optic,No,Bank transfer,0,Yes
C01150,14,33.13,485.68,Two year,Fiber optic,No,Electronic check,0,No
C01151,23,50.97,1298.91,One year,Fiber optic,Yes,Electronic check,0,No
C01152,6,40.18,202.89,Two year,Fiber optic,No,Bank transfer,1,No
C01153,29,110.88,3810.22,One year,DSL,Yes,Electronic check,0,No
C01154,13,96.04,1443.4,One year,Fiber optic,No,Electronic check,0,Yes
C01155,14,87.64,1114.25,One year,DSL,No,Bank transfer,0,No
C01156,25,50.1,1414.2,One year,DSL,Yes,Credit card,0,No
C01157,66,38.4,2552.98,Month-to-month,No,No,Bank transfer,1,Yes
C01158,1,95.65,94.19,Two year,Fiber optic,Yes,Mailed check,0,Yes
C01159,41,67.42,2559.04,Two year,Fiber optic,No,Electronic check,1,Yes
C01160,8,42.58,351.67,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01161,14,81.66,1248.37,Two year,No,Yes,Electronic check,0,No
C01162,0,24.03,0.0,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C01163,8,52.62,442.72,Month-to-month,No,No,Electronic check,0,Yes
C01164,16,66.86,1155.05,One year,Fiber optic,No,Bank transfer,0,No
C01165,1,34.8,37.74,Month-to-month,No,Yes,Credit card,0,Yes
C01166,16,118.47,1555.82,Two year,No,No,Credit card,0,No
C01167,62,40.91,2901.41,Two year,No,Yes,Credit card,0,No
C01168,2,33.04,64.98,One year,DSL,Yes,Mailed check,1,No
C01169,34,40.35,1241.52,Month-to-month,DSL,No,Bank transfer,0,Yes
C01170,12,96.91,1042.8,Month-to-month,DSL,Yes,Bank transfer,0,No
C01171,25,62.55,1553.13,One year,DSL,No,Credit card,0,Yes
C01172,7,76.54,618.68,Two year,No,No,Electronic check,0,No
C01173,4,22.1,84.1,One year,DSL,No,Credit card,0,No
C01174,4,23.44,103.13,Month-to-month,DSL,No,Mailed check,0,No
C01175,1,64.58,54.17,One year,DSL,No,Credit card,1,No
C01176,4,101.67,402.79,One year,DSL,No,Bank transfer,1,Yes
C01177,26,108.52,3376.44,One year,DSL,No,Credit card,0,No
C01178,51,28.67,1620.34,Month-to-month,No,No,Electronic check,0,Yes
C01179,40,73.84,2611.61,One year,Fiber optic,No,Bank transfer,0,No
C01180,27,111.32,3007.37,One year,DSL,Yes,Electronic check,0,Yes
C01181,2,58.8,105.07,Two year,Fiber optic,No,Credit card,0,No
C01182,8,102.96,793.88,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01183,8,33.37,296.87,One year,DSL,No,Mailed check,1,Yes
C01184,6,113.54,755.15,Two year,Fiber optic,No,Bank transfer,0,Yes
C01185,17,95.14,1441.47,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01186,18,114.13,2401.3,Two year,Fiber optic,No,Bank transfer,0,No
C01187,10,87.66,909.06,One year,Fiber optic,Yes,Mailed check,0,Yes
C01188,10,56.34,536.34,Month-to-month,DSL,No,Mailed check,1,No
C01189,42,113.82,4784.14,Month-to-month,No,Yes,Mailed check,0,No
C01190,37,47.56,1833.68,One year,No,No,Mailed check,0,No
C01191,8,53.22,435.96,Month-to-month,No,No,Electronic check,0,Yes
C01192,58,90.08,5196.23,One year,DSL,Yes,Bank transfer,0,Yes
C01193,72,96.53,6963.87,Month-to-month,No,Yes,Credit card,0,No
C01194,9,112.94,884.89,One year,No,No,Mailed check,0,No
C01195,10,40.48,455.44,Month-to-month,No,Yes,Credit card,0,No
C01196,16,99.8,1623.47,Two year,DSL,Yes,Credit card,0,No
C01197,67,93.85,5360.05,Two year,Fiber optic,No,Bank transfer,0,No
C01198,50,26.38,1459.42,Two year,No,Yes,Credit card,0,Yes
C01199,2,58.72,137.75,One year,Fiber optic,No,Credit card,0,No
C01200,11,48.28,626.1,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01201,19,50.45,908.33,One year,No,Yes,Credit card,0,No
C01202,16,118.29,1616.71,Month-to-month,Fiber optic,Yes,Bank transfer,1,No
C01203,5,84.28,424.5,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01204,46,91.77,3567.28,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01205,27,117.66,3728.3,One year,No,No,Mailed check,0,No
C01206,43,57.72,2167.82,One year,DSL,No,Credit card,0,Yes
C01207,46,100.18,4152.55,One year,Fiber optic,No,Credit card,0,No
C01208,33,63.45,2015.65,Month-to-month,Fiber optic,Yes,Credit card,1,Yes
C01209,13,106.95,1325.37,Month-to-month,No,Yes,Mailed check,1,No
C01210,22,38.07,936.26,Two year,Fiber optic,Yes,Electronic check,0,No
C01211,4,114.77,451.06,Month-to-month,No,Yes,Credit card,0,No
C01212,26,41.88,945.48,One year,No,No,Bank transfer,1,Yes
C01213,4,52.62,190.88,Month-to-month,DSL,No,Electronic check,0,Yes
C01214,28,95.62,2687.12,One year,Fiber optic,Yes,Electronic check,1,No
C01215,6,59.38,306.04,One year,DSL,No,Electronic check,0,Yes
C01216,3,80.82,253.29,Month-to-month,DSL,Yes,Credit card,0,Yes
C01217,4,64.46,264.62,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01218,0,94.24,0.0,One year,No,No,Mailed check,0,No
C01219,30,42.83,1509.86,One year,No,No,Credit card,0,No
C01220,31,25.85,933.49,Month-to-month,DSL,No,Bank transfer,0,No
C01221,17,49.99,1001.47,Two year,DSL,Yes,Bank transfer,0,No
C01222,4,67.43,242.18,Month-to-month,Fiber optic,No,Bank transfer,1,Yes
C01223,2,36.8,62.75,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01224,0,55.48,0.0,Two year,DSL,No,Mailed check,0,No
C01225,4,60.0,277.93,Month-to-month,No,No,Credit card,0,Yes
C01226,53,25.74,1621.81,One year,No,No,Mailed check,0,No
C01227,6,78.33,537.53,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01228,10,108.43,915.16,Month-to-month,No,No,Credit card,0,No
C01229,2,35.17,82.93,Two year,Fiber optic,Yes,Mailed check,0,Yes
C01230,6,79.78,464.01,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01231,17,86.47,1181.47,Two year,Fiber optic,No,Electronic check,0,Yes
C01232,22,61.93,1331.07,Month-to-month,DSL,No,Credit card,0,Yes
C01233,6,90.11,442.49,Month-to-month,No,Yes,Mailed check,0,No
C01234,1,61.07,62.14,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C01235,11,70.46,725.01,One year,Fiber optic,Yes,Credit card,1,No
C01236,6,20.74,123.12,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C01237,5,89.17,466.03,Two year,DSL,No,Bank transfer,1,Yes
C01238,72,86.13,7116.19,One year,DSL,No,Credit card,0,No
C01239,22,23.84,558.45,Two year,Fiber optic,No,Electronic check,0,No
C01240,19,56.83,1051.29,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01241,12,117.9,1595.57,Two year,DSL,Yes,Credit card,0,No
C01242,13,62.07,937.82,One year,Fiber optic,No,Mailed check,1,No
C01243,18,70.19,1071.26,One year,Fiber optic,Yes,Mailed check,1,Yes
C01244,28,110.99,3147.42,Two year,Fiber optic,No,Electronic check,0,Yes
C01245,29,91.73,2430.88,One year,Fiber optic,Yes,Credit card,0,No
C01246,4,78.21,256.16,One year,No,No,Credit card,0,Yes
C01247,16,99.78,1704.11,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01248,12,106.44,1462.62,Month-to-month,Fiber optic,Yes,Credit card,0,No
C01249,49,65.69,2784.79,Two year,DSL,Yes,Mailed check,0,No
C01250,23,67.51,1746.77,One year,DSL,No,Credit card,1,Yes
C01251,18,58.61,1204.11,One year,DSL,No,Mailed check,0,No
C01252,2,116.67,272.01,One year,Fiber optic,No,Bank transfer,1,Yes
C01253,22,89.72,1788.52,Month-to-month,DSL,No,Electronic check,0,Yes
C01254,2,28.32,65.79,Month-to-month,DSL,No,Mailed check,0,Yes
C01255,9,106.3,888.07,One year,No,Yes,Electronic check,0,Yes
C01256,3,68.06,208.45,Month-to-month,DSL,No,Electronic check,1,No
C01257,28,26.88,617.32,Month-to-month,DSL,Yes,Electronic check,0,No
C01258,5,74.97,306.46,One year,DSL,Yes,Electronic check,1,Yes
C01259,11,61.72,738.77,Month-to-month,No,No,Mailed check,0,Yes
C01260,54,107.77,5690.34,One year,DSL,Yes,Bank transfer,0,No
C01261,5,40.4,182.31,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C01262,17,102.65,1528.95,One year,Fiber optic,Yes,Mailed check,0,No
C01263,13,75.77,1051.97,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01264,0,25.46,0.0,One year,Fiber optic,No,Credit card,0,No
C01265,37,117.18,4866.16,Month-to-month,No,No,Electronic check,0,Yes
C01266,1,71.26,59.27,Month-to-month,DSL,No,Credit card,0,Yes
C01267,15,49.09,645.48,Month-to-month,DSL,No,Credit card,1,No
C01268,19,66.94,1213.98,One year,DSL,Yes,Bank transfer,0,No
C01269,23,105.79,2418.43,One year,DSL,No,Credit card,1,No
C01270,28,50.49,1331.72,Month-to-month,DSL,Yes,Electronic check,0,Yes
C01271,7,39.27,255.18,One year,DSL,Yes,Mailed check,0,No
C01272,0,32.91,0.0,Two year,Fiber optic,Yes,Mailed check,0,No
C01273,30,49.79,1578.29,One year,Fiber optic,No,Bank transfer,0,No
C01274,18,98.0,1427.73,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01275,43,67.16,2807.22,One year,Fiber optic,Yes,Electronic check,0,No
C01276,41,42.75,2015.67,Month-to-month,DSL,Yes,Credit card,0,Yes
C01277,44,36.62,1483.32,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01278,15,53.27,669.46,Two year,Fiber optic,No,Electronic check,0,No
C01279,9,113.99,1131.94,Month-to-month,DSL,No,Electronic check,0,Yes
C01280,37,54.3,2094.3,One year,DSL,No,Electronic check,0,No
C01281,14,118.81,1710.12,One year,Fiber optic,Yes,Mailed check,1,Yes
C01282,4,68.52,225.14,One year,No,Yes,Mailed check,0,No
C01283,46,37.92,1493.49,One year,Fiber optic,No,Mailed check,0,No
C01284,51,109.11,5837.39,Month-to-month,DSL,Yes,Credit card,0,Yes
C01285,15,66.04,874.83,Month-to-month,No,No,Credit card,0,Yes
C01286,1,90.97,91.12,One year,Fiber optic,Yes,Credit card,0,No
C01287,11,118.37,1325.45,Month-to-month,Fiber optic,No,Electronic check,0,No
C01288,39,25.02,891.28,Month-to-month,No,Yes,Mailed check,1,No
C01289,55,29.67,1924.56,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01290,5,92.05,523.3,Month-to-month,DSL,No,Electronic check,0,Yes
C01291,1,48.18,52.47,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01292,50,38.43,1597.15,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01293,11,23.94,221.85,One year,Fiber optic,No,Credit card,0,No
C01294,18,22.18,398.09,One year,Fiber optic,No,Mailed check,0,No
C01295,72,97.45,6064.17,Two year,No,Yes,Mailed check,0,No
C01296,1,33.44,39.84,Month-to-month,No,Yes,Electronic check,0,Yes
C01297,25,66.77,1441.24,Month-to-month,No,No,Credit card,0,Yes
C01298,1,80.59,80.19,Month-to-month,No,Yes,Credit card,0,No
C01299,11,62.84,653.67,One year,No,No,Credit card,0,No
C01300,39,22.71,935.07,One year,DSL,Yes,Mailed check,0,No
C01301,13,98.35,1088.83,Month-to-month,DSL,No,Credit card,0,Yes
C01302,72,21.05,1473.36,Two year,Fiber optic,Yes,Credit card,0,No
C01303,19,96.19,1662.91,Month-to-month,No,No,Electronic check,0,Yes
C01304,9,109.33,1136.58,One year,Fiber optic,Yes,Bank transfer,0,Yes
C01305,5,63.28,258.26,One year,Fiber optic,Yes,Credit card,0,No
C01306,10,73.55,857.22,Two year,DSL,Yes,Electronic check,0,No
C01307,11,67.7,843.89,One year,DSL,No,Electronic check,0,Yes
C01308,1,58.92,54.15,Two year,Fiber optic,Yes,Credit card,0,Yes
C01309,11,108.74,1334.55,Month-to-month,DSL,No,Bank transfer,0,Yes
C01310,14,109.39,1244.29,Two year,Fiber optic,Yes,Mailed check,0,No
C01311,30,53.58,1907.58,Month-to-month,DSL,Yes,Bank transfer,0,No
C01312,25,81.51,2059.43,Two year,DSL,No,Credit card,0,No
C01313,29,112.69,3010.86,One year,Fiber optic,No,Bank transfer,0,Yes
C01314,0,116.21,0.0,Two year,Fiber optic,No,Electronic check,0,Yes
C01315,5,70.9,293.02,One year,Fiber optic,No,Electronic check,0,Yes
C01316,26,65.28,2029.51,One year,DSL,No,Bank transfer,0,No
C01317,15,47.87,585.73,One year,No,No,Mailed check,0,No
C01318,0,115.89,0.0,One year,Fiber optic,No,Bank transfer,0,No
C01319,39,34.28,1306.3,Month-to-month,Fiber optic,Yes,Credit card,1,Yes
C01320,35,77.98,3219.39,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01321,19,48.26,823.78,Month-to-month,DSL,No,Bank transfer,0,No
C01322,1,47.9,48.51,Month-to-month,No,No,Bank transfer,0,No
C01323,34,60.5,2042.48,Two year,Fiber optic,Yes,Mailed check,0,No
C01324,21,119.88,2721.76,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C01325,36,25.5,759.37,Two year,DSL,No,Credit card,1,No
C01326,33,77.85,2254.38,Month-to-month,No,Yes,Electronic check,1,Yes
C01327,38,28.26,951.27,Month-to-month,No,No,Credit card,0,Yes
C01328,17,35.45,660.06,One year,DSL,Yes,Bank transfer,0,Yes
C01329,3,63.96,168.02,One year,DSL,No,Electronic check,0,No
C01330,26,71.05,1901.6,One year,No,Yes,Mailed check,0,No
C01331,23,45.88,935.05,One year,Fiber optic,No,Credit card,0,Yes
C01332,32,51.65,1891.88,One year,No,Yes,Mailed check,0,No
C01333,4,28.7,135.11,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01334,5,50.32,253.46,Two year,Fiber optic,No,Bank transfer,0,No
C01335,53,116.66,5817.71,Two year,Fiber optic,Yes,Electronic check,0,No
C01336,33,114.47,3375.67,One year,DSL,No,Electronic check,1,No
C01337,57,53.49,2499.86,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C01338,34,77.09,2378.35,One year,No,Yes,Credit card,1,No
C01339,21,110.96,2473.92,Month-to-month,DSL,No,Electronic check,0,Yes
C01340,25,20.62,522.43,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01341,52,101.07,6189.13,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01342,20,114.84,2201.51,One year,Fiber optic,Yes,Mailed check,0,No
C01343,24,29.13,753.33,Two year,No,Yes,Credit card,0,No
C01344,4,36.14,143.94,One year,No,No,Bank transfer,1,No
C01345,15,116.07,1749.81,One year,DSL,Yes,Mailed check,1,No
C01346,30,73.75,2006.98,Month-to-month,No,No,Electronic check,0,Yes
C01347,7,21.42,147.24,Month-to-month,No,No,Electronic check,0,Yes
C01348,5,45.76,226.13,Month-to-month,No,Yes,Credit card,0,Yes
C01349,9,64.99,633.26,Two year,Fiber optic,Yes,Mailed check,0,No
C01350,6,89.29,630.17,Month-to-month,No,No,Mailed check,0,Yes
C01351,5,93.32,434.74,Two year,DSL,Yes,Credit card,0,Yes
C01352,13,119.54,1269.45,One year,DSL,Yes,Bank transfer,0,No
C01353,57,48.75,2774.63,Month-to-month,No,Yes,Mailed check,0,Yes
C01354,16,73.82,1202.13,One year,DSL,No,Credit card,0,No
C01355,4,73.33,254.42,One year,DSL,No,Mailed check,0,Yes
C01356,1,60.56,66.87,Two year,No,Yes,Credit card,0,No
C01357,28,36.92,1234.28,Two year,No,Yes,Electronic check,1,Yes
C01358,11,117.75,1526.21,Month-to-month,DSL,No,Electronic check,0,Yes
C01359,41,105.33,3795.31,Month-to-month,No,No,Mailed check,1,Yes
C01360,25,69.83,2007.87,One year,Fiber optic,No,Mailed check,0,No
C01361,38,80.32,3301.82,Two year,Fiber optic,No,Electronic check,1,Yes
C01362,7,42.73,293.59,Month-to-month,No,No,Bank transfer,0,Yes
C01363,28,74.38,2116.47,One year,Fiber optic,No,Credit card,0,No
C01364,7,89.5,714.11,One year,DSL,Yes,Bank transfer,1,Yes
C01365,67,71.52,4753.76,One year,DSL,Yes,Bank transfer,0,Yes
C01366,24,119.03,2711.84,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01367,9,81.13,728.2,One year,Fiber optic,No,Electronic check,1,Yes
C01368,7,57.1,412.35,Two year,No,No,Mailed check,0,Yes
C01369,5,97.22,425.64,Month-to-month,No,Yes,Bank transfer,1,Yes
C01370,28,37.05,1203.76,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01371,5,58.45,312.61,Two year,No,No,Credit card,1,No
C01372,21,54.7,1209.93,Month-to-month,DSL,Yes,Mailed check,0,No
C01373,7,63.18,371.41,Two year,DSL,No,Credit card,0,Yes
C01374,26,98.18,2659.05,One year,No,No,Bank transfer,0,No
C01375,40,68.42,2321.86,Month-to-month,DSL,No,Mailed check,1,Yes
C01376,36,99.4,2975.36,Two year,DSL,No,Bank transfer,0,Yes
C01377,34,77.65,2668.94,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01378,4,54.21,208.41,One year,Fiber optic,No,Bank transfer,0,Yes
C01379,2,101.0,209.18,Month-to-month,No,Yes,Credit card,0,Yes
C01380,28,43.83,1025.59,One year,DSL,Yes,Credit card,0,No
C01381,11,42.44,453.95,Month-to-month,DSL,No,Bank transfer,1,Yes
C01382,13,70.45,796.71,Month-to-month,DSL,No,Mailed check,0,Yes
C01383,0,46.08,0.0,Two year,Fiber optic,No,Credit card,0,Yes
C01384,7,20.91,149.95,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01385,0,84.83,0.0,One year,Fiber optic,Yes,Mailed check,0,No
C01386,50,71.11,3307.21,Month-to-month,No,No,Credit card,0,Yes
C01387,6,64.55,324.52,One year,No,Yes,Electronic check,0,Yes
C01388,19,116.7,2639.36,Month-to-month,DSL,No,Electronic check,0,Yes
C01389,0,77.12,0.0,Two year,Fiber optic,No,Mailed check,0,Yes
C01390,26,106.34,2680.58,One year,Fiber optic,No,Credit card,0,Yes
C01391,9,33.95,323.87,Month-to-month,No,Yes,Electronic check,0,Yes
C01392,54,76.92,3363.98,Month-to-month,No,Yes,Bank transfer,0,Yes
C01393,52,106.8,6242.82,Month-to-month,DSL,No,Mailed check,0,No
C01394,9,78.31,715.1,One year,Fiber optic,No,Electronic check,0,Yes
C01395,55,91.8,4601.09,Month-to-month,Fiber optic,No,Credit card,0,Yes
C01396,72,57.2,3396.21,Two year,DSL,Yes,Credit card,0,No
C01397,41,29.24,1037.0,Month-to-month,DSL,No,Mailed check,1,Yes
C01398,44,65.79,3352.17,Month-to-month,Fiber optic,No,Credit card,0,No
C01399,6,59.45,383.24,One year,Fiber optic,Yes,Bank transfer,0,Yes
C01400,20,106.71,1920.7,One year,DSL,No,Bank transfer,0,No
C01401,1,44.4,36.69,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C01402,2,116.67,251.13,Month-to-month,DSL,No,Credit card,0,Yes
C01403,72,115.81,8579.82,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01404,9,44.76,387.45,One year,DSL,No,Mailed check,0,Yes
C01405,33,54.81,1710.05,One year,DSL,No,Credit card,0,No
C01406,39,109.56,3788.84,One year,Fiber optic,No,Electronic check,0,No
C01407,46,116.66,5730.44,Two year,DSL,Yes,Mailed check,0,No
C01408,72,64.34,5504.62,Two year,Fiber optic,No,Mailed check,0,Yes
C01409,6,52.1,272.05,One year,DSL,No,Mailed check,0,No
C01410,0,72.61,0.0,Two year,Fiber optic,Yes,Bank transfer,0,No
C01411,12,88.78,1033.05,Month-to-month,DSL,Yes,Mailed check,0,Yes
C01412,3,47.35,139.02,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01413,0,93.65,0.0,Month-to-month,No,Yes,Mailed check,0,No
C01414,10,25.17,284.43,Month-to-month,DSL,Yes,Bank transfer,0,No
C01415,36,24.93,892.19,One year,Fiber optic,No,Credit card,0,No
C01416,20,58.63,1192.96,Two year,DSL,Yes,Bank transfer,0,No
C01417,9,55.35,459.25,Month-to-month,Fiber optic,No,Bank transfer,0,No
C01418,25,51.56,1124.94,Month-to-month,DSL,Yes,Credit card,0,No
C01419,6,69.1,345.93,One year,Fiber optic,No,Mailed check,1,No
C01420,0,52.07,0.0,Two year,Fiber optic,No,Credit card,0,Yes
C01421,34,39.23,1171.75,Month-to-month,No,No,Mailed check,1,No
C01422,23,50.95,1260.95,One year,Fiber optic,Yes,Bank transfer,0,No
C01423,34,117.49,3819.5,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01424,0,61.11,0.0,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01425,43,64.47,2738.03,Two year,No,No,Mailed check,0,No
C01426,23,77.65,1691.44,Two year,No,Yes,Bank transfer,0,No
C01427,19,118.33,1889.1,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C01428,23,44.16,938.34,Two year,No,No,Electronic check,0,No
C01429,47,88.13,4413.39,One year,Fiber optic,Yes,Mailed check,0,No
C01430,21,91.6,2051.16,Two year,No,No,Mailed check,0,No
C01431,20,80.73,1476.54,One year,No,Yes,Electronic check,1,Yes
C01432,72,28.86,2044.76,One year,DSL,No,Bank transfer,1,No
C01433,33,87.69,2538.93,One year,Fiber optic,No,Bank transfer,0,No
C01434,14,26.41,326.91,One year,DSL,No,Electronic check,1,Yes
C01435,29,79.61,1868.24,Month-to-month,DSL,No,Electronic check,1,Yes
C01436,11,93.96,1197.58,Month-to-month,DSL,No,Credit card,0,Yes
C01437,6,41.1,218.06,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C01438,21,104.16,1948.97,One year,DSL,No,Credit card,0,No
C01439,63,23.04,1323.55,Month-to-month,DSL,No,Mailed check,0,No
C01440,63,104.38,5595.88,One year,Fiber optic,No,Credit card,0,Yes
C01441,10,66.03,697.08,Two year,DSL,Yes,Electronic check,0,Yes
C01442,18,41.76,623.94,Month-to-month,DSL,No,Electronic check,0,Yes
C01443,5,33.38,142.48,One year,DSL,Yes,Electronic check,0,Yes
C01444,72,115.33,8784.57,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C01445,72,27.27,1837.51,Two year,Fiber optic,No,Credit card,0,Yes
C01446,25,39.91,1080.74,Month-to-month,DSL,No,Credit card,0,No
C01447,39,54.78,2185.49,One year,No,No,Credit card,1,No
C01448,30,82.02,2220.47,Two year,Fiber optic,No,Electronic check,0,No
C01449,21,74.48,1658.44,Two year,DSL,Yes,Electronic check,0,No
C01450,1,32.56,27.56,One year,DSL,No,Bank transfer,1,Yes
C01451,14,48.97,695.56,One year,Fiber optic,Yes,Bank transfer,1,No
C01452,26,43.88,1112.2,One year,Fiber optic,No,Electronic check,0,Yes
C01453,27,41.35,1012.79,Two year,DSL,Yes,Bank transfer,0,Yes
C01454,11,61.11,700.18,One year,DSL,Yes,Mailed check,1,No
C01455,68,90.4,7060.26,Month-to-month,No,No,Mailed check,0,Yes
C01456,4,41.75,200.33,Two year,DSL,Yes,Electronic check,0,No
C01457,16,56.67,945.8,One year,Fiber optic,No,Credit card,0,No
C01458,28,59.09,1591.45,One year,No,Yes,Mailed check,0,No
C01459,28,117.65,2932.11,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C01460,25,115.47,2606.27,One year,DSL,No,Credit card,0,No
